tip_name,genus,ncbi_genus_id,ncbi_family_id,ncbi_family_name,superfamily,subsection,infraorder,suborder
Hypocera_940227,Hypocera,940227,36164,Phoridae,Platypezoidea,NA,Muscomorpha,Brachycera
Megaselia_36165,Megaselia,36165,36164,Phoridae,Platypezoidea,NA,Muscomorpha,Brachycera
Anevrina_92526,Anevrina,92526,36164,Phoridae,Platypezoidea,NA,Muscomorpha,Brachycera
Agathomyia_226141,Agathomyia,226141,43827,Platypezidae,Platypezoidea,NA,Muscomorpha,Brachycera
Bertamyia_1445832,Bertamyia,1445832,43827,Platypezidae,Platypezoidea,NA,Muscomorpha,Brachycera
Paraplatypeza_192442,Paraplatypeza,192442,43827,Platypezidae,Platypezoidea,NA,Muscomorpha,Brachycera
Kesselimyia_1445844,Kesselimyia,1445844,43827,Platypezidae,Platypezoidea,NA,Muscomorpha,Brachycera
Polyporivora_1445854,Polyporivora,1445854,43827,Platypezidae,Platypezoidea,NA,Muscomorpha,Brachycera
Callomyia_712098,Callomyia,712098,43827,Platypezidae,Platypezoidea,NA,Muscomorpha,Brachycera
Platypeza_289241,Platypeza,289241,43827,Platypezidae,Platypezoidea,NA,Muscomorpha,Brachycera
Sciadocera_192453,Sciadocera,192453,43828,Sciadoceridae,Platypezoidea,NA,Muscomorpha,Brachycera
Coelopa_169466,Coelopa,169466,169440,Coelopidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Dryomyza_169444,Dryomyza,169444,169441,Dryomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Oedoparena_1262316,Oedoparena,1262316,169441,Dryomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Helcomyza_169476,Helcomyza,169476,169443,Helcomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Helosciomyzidae,NA,NA,NA,Helosciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Heterocheila_169481,Heterocheila,169481,169478,Heterocheilidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Ilione_1096072,Ilione,1096072,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Sciomyza_320936,Sciomyza,320936,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Sepedon_320954,Sepedon,320954,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Hedria_320941,Hedria,320941,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Neolimnia_1262312,Neolimnia,1262312,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Tetanocera_320959,Tetanocera,320959,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Psacadina_1096078,Psacadina,1096078,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Dictya_1096051,Dictya,1096051,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Coremacera_1226614,Coremacera,1226614,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Pteromicra_1226622,Pteromicra,1226622,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Anticheta_1096047,Anticheta,1096047,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Pelidnoptera_1096074,Pelidnoptera,1096074,169447,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Elgiva_320938,Elgiva,NA,NA,Sciomyzidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Sepsis_137507,Sepsis,137507,137503,Sepsidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Themira_292396,Themira,292396,137503,Sepsidae,Sciomyzoidea,NA,Muscomorpha,Brachycera
Scoliocentra_1823605,Scoliocentra,1823605,219548,Heleomyzidae,Sphaeroceroidea,NA,Muscomorpha,Brachycera
Neossos_2268121,Neossos,2268121,219548,Heleomyzidae,Sphaeroceroidea,NA,Muscomorpha,Brachycera
Leptocera_1614654,Leptocera,1614654,114620,Sphaeroceridae,Sphaeroceroidea,NA,Muscomorpha,Brachycera
Copromyza_1217530,Copromyza,1217530,114620,Sphaeroceridae,Sphaeroceroidea,NA,Muscomorpha,Brachycera
Verrallia_115333,Verrallia,115333,43835,Pipunculidae,Syrphoidea,NA,Muscomorpha,Brachycera
Nephrocerus_115303,Nephrocerus,115303,43835,Pipunculidae,Syrphoidea,NA,Muscomorpha,Brachycera
Chalarus_115250,Chalarus,115250,43835,Pipunculidae,Syrphoidea,NA,Muscomorpha,Brachycera
Pipunculus_240898,Pipunculus,240898,43835,Pipunculidae,Syrphoidea,NA,Muscomorpha,Brachycera
Hammerschmidtia_226171,Hammerschmidtia,226171,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Paragus_115308,Paragus,115308,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Brachyopa_1637464,Brachyopa,1637464,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Eupeodes_290403,Eupeodes,290403,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Blera_226146,Blera,226146,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Copestylum_511142,Copestylum,511142,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Scaeva_219538,Scaeva,219538,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Eumerus_224220,Eumerus,224220,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Syrphus_224255,Syrphus,224255,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Ornidia_994473,Ornidia,994473,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Volucella_226148,Volucella,226148,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Melangyna_414825,Melangyna,414825,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Syritta_34681,Syritta,34681,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Ocyptamus_369855,Ocyptamus,369855,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Cheilosia_173981,Cheilosia,173981,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Chrysogaster_224248,Chrysogaster,224248,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Microdon_115291,Microdon,115291,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Toxomerus_115327,Toxomerus,115327,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Sphaerophoria_226179,Sphaerophoria,226179,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Merodon_224226,Merodon,224226,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Pipiza_221788,Pipiza,221788,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Epistrophe_414810,Epistrophe,414810,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Temnostoma_226164,Temnostoma,226164,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Eriozona_414724,Eriozona,414724,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Myolepta_1473716,Myolepta,1473716,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Neoascia_224222,Neoascia,224222,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Callicera_228567,Callicera,228567,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Eristalis_198633,Eristalis,198633,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Xanthogramma_414873,Xanthogramma,414873,34680,Syrphidae,Syrphoidea,NA,Muscomorpha,Brachycera
Ctenostylidae,NA,NA,1262363,Ctenostylidae,Tephritoidea,NA,Muscomorpha,Brachycera
Lamprolonchaea_907706,Lamprolonchaea,907706,198645,Lonchaeidae,Tephritoidea,NA,Muscomorpha,Brachycera
Lonchaea_198649,Lonchaea,198649,198645,Lonchaeidae,Tephritoidea,NA,Muscomorpha,Brachycera
Dasiops_286456,Dasiops,286456,198645,Lonchaeidae,Tephritoidea,NA,Muscomorpha,Brachycera
Silba_198646,Silba,198646,198645,Lonchaeidae,Tephritoidea,NA,Muscomorpha,Brachycera
Palloptera_286498,Palloptera,286498,286447,Pallopteridae,Tephritoidea,NA,Muscomorpha,Brachycera
Piophila_53709,Piophila,53709,28629,Piophilidae,Tephritoidea,NA,Muscomorpha,Brachycera
Centrophlebomyia_1603419,Centrophlebomyia,1603419,28629,Piophilidae,Tephritoidea,NA,Muscomorpha,Brachycera
Liopiophila_1603421,Liopiophila,1603421,28629,Piophilidae,Tephritoidea,NA,Muscomorpha,Brachycera
Lasiopiophila_1790233,Lasiopiophila,1790233,28629,Piophilidae,Tephritoidea,NA,Muscomorpha,Brachycera
Rivellia_28633,Rivellia,28633,28632,Platystomatidae,Tephritoidea,NA,Muscomorpha,Brachycera
Platystoma_286504,Platystoma,286504,28632,Platystomatidae,Tephritoidea,NA,Muscomorpha,Brachycera
Scholastes_1902237,Scholastes,1902237,28632,Platystomatidae,Tephritoidea,NA,Muscomorpha,Brachycera
Rhagoletis_28609,Rhagoletis,28609,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Ceratitis_7212,Ceratitis,7212,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Bactrocera_27456,Bactrocera,27456,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Tephritis_43386,Tephritis,43386,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Eurosta_28593,Eurosta,28593,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Noeeta_381362,Noeeta,381362,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Trupanea_30060,Trupanea,30060,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Paracantha_164885,Paracantha,164885,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Terellia_28615,Terellia,28615,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Xyphosia_381372,Xyphosia,381372,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Anastrepha_28585,Anastrepha,28585,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Jamesomyia_28601,Jamesomyia,28601,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Urophora_28620,Urophora,28620,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Euleia_28591,Euleia,28591,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Icterica_28599,Icterica,28599,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Zonosemata_28622,Zonosemata,28622,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Oxyna_381365,Oxyna,381365,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Gymnocarena_28597,Gymnocarena,28597,7211,Tephritidae,Tephritoidea,NA,Muscomorpha,Brachycera
Delphinia_43369,Delphinia,43369,43848,Ulidiidae,Tephritoidea,NA,Muscomorpha,Brachycera
Chaetopsis_240871,Chaetopsis,240871,43848,Ulidiidae,Tephritoidea,NA,Muscomorpha,Brachycera
Tetanops_454640,Tetanops,454640,43848,Ulidiidae,Tephritoidea,NA,Muscomorpha,Brachycera
Euxesta_286468,Euxesta,286468,43848,Ulidiidae,Tephritoidea,NA,Muscomorpha,Brachycera
Oxycera_860348,Oxycera,860348,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Neopachygaster_1692469,Neopachygaster,1692469,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Odontomyia_343652,Odontomyia,343652,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Chloromyia_343649,Chloromyia,343649,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Berkshiria_2061012,Berkshiria,2061012,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Stratiomys_219520,Stratiomys,219520,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Sargus_343647,Sargus,343647,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Ptecticus_343648,Ptecticus,343648,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Oplodontha_446504,Oplodontha,446504,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Nemotelus_343582,Nemotelus,343582,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Microchrysa_931517,Microchrysa,931517,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Pachygaster_124321,Pachygaster,124321,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Hermetia_343581,Hermetia,343581,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Zabrachia_1891525,Zabrachia,1891525,34687,Stratiomyidae,NA,NA,Stratiomyomorpha,Brachycera
Vermileo_124333,Vermileo,124333,124314,Vermileonidae,NA,NA,Tabanomorpha,Brachycera
Atherix_124299,Atherix,124299,92611,Athericidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Oreoleptis_1262318,Oreoleptis,1262318,1262364,Oreoleptidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Glutops_124309,Glutops,124309,92610,Pelecorhynchidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Ptiolina_124325,Ptiolina,124325,92609,Rhagionidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Rhagio_124327,Rhagio,124327,92609,Rhagionidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Esenbeckia_124297,Esenbeckia,124297,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Hybomitra_124690,Hybomitra,124690,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Fidena_1334907,Fidena,1334907,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Apatolestes_428062,Apatolestes,428062,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Catachlorops_1547373,Catachlorops,1547373,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Silvius_415257,Silvius,415257,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Atylotus_1310336,Atylotus,1310336,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Haematopota_124311,Haematopota,124311,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Stenotabanus_1547430,Stenotabanus,1547430,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Leucotabanus_1969939,Leucotabanus,1969939,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Chrysops_27458,Chrysops,27458,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Tabanus_7206,Tabanus,7206,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Bolbodimyia_1547386,Bolbodimyia,1547386,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Goniops_428065,Goniops,428065,7205,Tabanidae,Tabanoidea,NA,Tabanomorpha,Brachycera
Pantophthalmus_124295,Pantophthalmus,124295,92614,Pantophthalmidae,NA,NA,Xylophagomorpha,Brachycera
Xylophagus_219493,Xylophagus,219493,92613,Xylophagidae,NA,NA,Xylophagomorpha,Brachycera
Exeretonevra_560723,Exeretonevra,560723,92613,Xylophagidae,NA,NA,Xylophagomorpha,Brachycera
Coenomyia_124305,Coenomyia,124305,92613,Xylophagidae,NA,NA,Xylophagomorpha,Brachycera
Axymyia_560715,Axymyia,560715,560733,Axymyiidae,NA,NA,Axymyiomorpha,Nematocera
Dilophus_52733,Dilophus,52733,52729,Bibionidae,Bibionoidea,NA,Bibionomorpha,Nematocera
Plecia_1260898,Plecia,1260898,52729,Bibionidae,Bibionoidea,NA,Bibionomorpha,Nematocera
Bibio_189978,Bibio,189978,52729,Bibionidae,Bibionoidea,NA,Bibionomorpha,Nematocera
Penthetria_560770,Penthetria,560770,560818,Bibionidae,Bibionoidea,NA,Bibionomorpha,Nematocera
Hesperinus_1086788,Hesperinus,1086788,1086799,Hesperinidae,Bibionoidea,NA,Bibionomorpha,Nematocera
Cramptonomyia_209688,Cramptonomyia,209688,209687,Pachyneuridae,Pachyneuroidea,NA,Bibionomorpha,Nematocera
Pachyneura_1588165,Pachyneura,1588165,209687,Pachyneuridae,Pachyneuroidea,NA,Bibionomorpha,Nematocera
Scatopse_1520324,Scatopse,1520324,52749,Scatopsidae,Scatopsoidea,NA,Bibionomorpha,Nematocera
Coboldia_170624,Coboldia,170624,52749,Scatopsidae,Scatopsoidea,NA,Bibionomorpha,Nematocera
Contarinia_153220,Contarinia,153220,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Sitodiplosis_263139,Sitodiplosis,263139,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Aprionus_1819779,Aprionus,1819779,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Piceacecis_2597495,Piceacecis,2597495,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Lasioptera_201413,Lasioptera,201413,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Peromyia_1914937,Peromyia,1914937,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Cecidomyia_1543682,Cecidomyia,1543682,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Dasineura_240745,Dasineura,240745,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Asphondylia_153012,Asphondylia,153012,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Winnertzia_2338641,Winnertzia,2338641,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Aphidoletes_95971,Aphidoletes,95971,33406,Cecidomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Diadocidia_560721,Diadocidia,560721,560752,Diadocidiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Ditomyia_1520322,Ditomyia,1520322,1520330,Ditomyiidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Orfelia_270890,Orfelia,270890,58254,Keroplatidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Macrocera_608727,Macrocera,608727,58254,Keroplatidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Bolitophila_52718,Bolitophila,52718,29035,Bolitophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Brachypeza_2326774,Brachypeza,2326774,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Trichonta_397122,Trichonta,397122,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Mycetophila_397146,Mycetophila,397146,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Neoempheria_608686,Neoempheria,608686,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Symmerus_560780,Symmerus,560780,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Mycomya_608706,Mycomya,608706,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Sciophila_1085959,Sciophila,1085959,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Phronia_397119,Phronia,397119,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Exechia_397139,Exechia,397139,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Epicypta_397117,Epicypta,397117,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Leptomorphus_560729,Leptomorphus,560729,29035,Mycetophilidae,Sciaroidea,NA,Bibionomorpha,Nematocera
Bradysia_35571,Bradysia,35571,7184,Sciaridae,Sciaroidea,NA,Bibionomorpha,Nematocera
Corynoptera_1260849,Corynoptera,1260849,7184,Sciaridae,Sciaroidea,NA,Bibionomorpha,Nematocera
Sciara_82677,Sciara,82677,7184,Sciaridae,Sciaroidea,NA,Bibionomorpha,Nematocera
Blepharicera_547808,Blepharicera,547808,174624,Blephariceridae,Blephariceroidea,NA,Blephariceromorpha,Nematocera
Liponeura_446516,Liponeura,446516,174624,Blephariceridae,Blephariceroidea,NA,Blephariceromorpha,Nematocera
Deuterophlebia_560719,Deuterophlebia,560719,560751,Deuterophlebiidae,Blephariceroidea,NA,Blephariceromorpha,Nematocera
Nymphomyia_560766,Nymphomyia,560766,560809,Nymphomyiidae,Nymphomyioidea,NA,Blephariceromorpha,Nematocera
Atrichopogon_209702,Atrichopogon,209702,41819,Ceratopogonidae,Chironomoidea,NA,Culicomorpha,Nematocera
Forcipomyia_209700,Forcipomyia,209700,41819,Ceratopogonidae,Chironomoidea,NA,Culicomorpha,Nematocera
Austroconops_209696,Austroconops,209696,41819,Ceratopogonidae,Chironomoidea,NA,Culicomorpha,Nematocera
Palpomyia_1525500,Palpomyia,1525500,41819,Ceratopogonidae,Chironomoidea,NA,Culicomorpha,Nematocera
Sphaeromias_1874311,Sphaeromias,1874311,41819,Ceratopogonidae,Chironomoidea,NA,Culicomorpha,Nematocera
Dasyhelea_41822,Dasyhelea,41822,41819,Ceratopogonidae,Chironomoidea,NA,Culicomorpha,Nematocera
Culicoides_41820,Culicoides,41820,41819,Ceratopogonidae,Chironomoidea,NA,Culicomorpha,Nematocera
Serromyia_209716,Serromyia,209716,41819,Ceratopogonidae,Chironomoidea,NA,Culicomorpha,Nematocera
Gymnometriocnemus_611353,Gymnometriocnemus,611353,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Monodiamesa_891905,Monodiamesa,891905,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Smittia_315559,Smittia,315559,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Chironomus_7150,Chironomus,7150,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Aphroteniella_646259,Aphroteniella,646259,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Clunio_315556,Clunio,315556,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Tvetenia_611398,Tvetenia,611398,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Paraborniella_903459,Paraborniella,903459,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Parochlus_315560,Parochlus,315560,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Pseudosmittia_611382,Pseudosmittia,611382,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Ainuyusurika_1165747,Ainuyusurika,1165747,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Ablabesmyia_46216,Ablabesmyia,46216,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Psectrotanypus_903467,Psectrotanypus,903467,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Paucispinigera_903463,Paucispinigera,903463,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Eukiefferiella_288843,Eukiefferiella,288843,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Metriocnemus_137497,Metriocnemus,137497,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Pentaneura_891922,Pentaneura,891922,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Corynoneura_611344,Corynoneura,611344,7149,Chironomidae,Chironomoidea,NA,Culicomorpha,Nematocera
Simulium_7191,Simulium,7191,7190,Simuliidae,Chironomoidea,NA,Culicomorpha,Nematocera
Thaumalea_61068,Thaumalea,61068,41814,Thaumaleidae,Chironomoidea,NA,Culicomorpha,Nematocera
Austrothaumalea_1085085,Austrothaumalea,1085085,41814,Thaumaleidae,Chironomoidea,NA,Culicomorpha,Nematocera
Androprosopa_41815,Androprosopa,41815,41814,Thaumaleidae,Chironomoidea,NA,Culicomorpha,Nematocera
Mochlonyx_1577622,Mochlonyx,1577622,41811,Chaoboridae,Culicoidea,NA,Culicomorpha,Nematocera
Chaoborus_41812,Chaoborus,41812,41811,Chaoboridae,Culicoidea,NA,Culicomorpha,Nematocera
Anopheles_7164,Anopheles,7164,7157,Culicidae,Culicoidea,NA,Culicomorpha,Nematocera
Culex_7174,Culex,7174,7157,Culicidae,Culicoidea,NA,Culicomorpha,Nematocera
Culiseta_174825,Culiseta,174825,7157,Culicidae,Culicoidea,NA,Culicomorpha,Nematocera
Aedes_7158,Aedes,7158,7157,Culicidae,Culicoidea,NA,Culicomorpha,Nematocera
Dixa_79309,Dixa,79309,41824,Dixidae,Culicoidea,NA,Culicomorpha,Nematocera
Clogmia_85119,Clogmia,85119,7197,Psychodidae,Psychodoidea,NA,Psychodomorpha,Nematocera
Maruina_1144738,Maruina,1144738,7197,Psychodidae,Psychodoidea,NA,Psychodomorpha,Nematocera
Sycorax_114592,Sycorax,114592,7197,Psychodidae,Psychodoidea,NA,Psychodomorpha,Nematocera
Lutzomyia_7199,Lutzomyia,7199,7197,Psychodidae,Psychodoidea,NA,Psychodomorpha,Nematocera
Trichomyia_560271,Trichomyia,560271,7197,Psychodidae,Psychodoidea,NA,Psychodomorpha,Nematocera
Psychoda_7201,Psychoda,7201,7197,Psychodidae,Psychodoidea,NA,Psychodomorpha,Nematocera
Phlebotomus_13203,Phlebotomus,13203,7197,Psychodidae,Psychodoidea,NA,Psychodomorpha,Nematocera
Pericoma_1148481,Pericoma,1148481,7197,Psychodidae,Psychodoidea,NA,Psychodomorpha,Nematocera
Bittacomorpha_79307,Bittacomorpha,79307,79304,Ptychopteridae,NA,NA,Ptychopteromorpha,Nematocera
Ptychoptera_209691,Ptychoptera,209691,79304,Ptychopteridae,NA,NA,Ptychopteromorpha,Nematocera
Araucoderus_1549737,Araucoderus,1549737,79303,Tanyderidae,NA,NA,Ptychopteromorpha,Nematocera
Mischoderus_560267,Mischoderus,560267,79303,Tanyderidae,NA,NA,Ptychopteromorpha,Nematocera
Protoplasa_560776,Protoplasa,560776,79303,Tanyderidae,NA,NA,Ptychopteromorpha,Nematocera
Cylindrotoma_700834,Cylindrotoma,700834,702680,Cylindrotomidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Liogma_560731,Liogma,560731,702680,Cylindrotomidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Phalacrocera_2203737,Phalacrocera,2203737,702680,Cylindrotomidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Antocha_454619,Antocha,454619,43823,Limoniidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Limonia_52743,Limonia,52743,43823,Limoniidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Gnophomyia_700845,Gnophomyia,700845,43823,Limoniidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Metalimnobia_700851,Metalimnobia,700851,43823,Limoniidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Dactylolabis_560717,Dactylolabis,560717,43823,Limoniidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Pedicia_472374,Pedicia,472374,702679,Pediciidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Dicranota_700836,Dicranota,700836,702679,Pediciidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Tipula_41043,Tipula,41043,41042,Tipulidae,Tipuloidea,NA,Tipulomorpha,Nematocera
Tanyptera_2108371,Tanyptera,2108371,41042,Tipulidae,Tipuloidea,NA,Tipulomorpha,Nematocera
