,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,seqname,cohort,section
71,Protoplasa,Protoplasa,OTT,genus,Protoplasa,100,460640,560776,OTT,460640,Protoplasa,460640,Protoplasa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Ptychopteromorpha,,Tanyderidae,,,,Protoplasa_560776,Holometabola,
72,Bibio,Bibio,OTT,genus,Bibio,100,121915,189978,OTT,121915,Bibio,121915,Bibio,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Bibionoidea,Bibionidae,Bibioninae,,,Bibio_189978,Holometabola,
73,Merodon,Merodon,OTT,genus,Merodon,100,914018,224226,OTT,914018,Merodon,914018,Merodon,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Merodontini,,Merodon_224226,Holometabola,Aschiza
74,Sicus,Sicus,OTT,genus,Sicus,100,181857,1219203,OTT,181857,Sicus,181857,Sicus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Conopoidea,Conopidae,Myopinae,,,Sicus_1219203,Holometabola,Schizophora
75,Pterodontia,Pterodontia,OTT,genus,Pterodontia,100,912251,210267,OTT,912251,Pterodontia,912251,Pterodontia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,Pterodontia_210267,Holometabola,
76,Tanyptera,Tanyptera,OTT,genus,Tanyptera,100,275279,2108371,OTT,275279,Tanyptera,275279,Tanyptera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Ctenophorinae,,,Tanyptera_2108371,Holometabola,
77,Sarconesia,Sarconesia,OTT,genus,Sarconesia,100,782301,670650,OTT,782301,Sarconesia,782301,Sarconesia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Toxotarsinae,,,Sarconesia_670650,Holometabola,Schizophora
78,Stratiomys,Stratiomys,OTT,genus,Stratiomys,100,494189,219520,OTT,494189,Stratiomys,494189,Stratiomys,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Stratiomyini,,Stratiomys_219520,Holometabola,
79,Tetanops,Tetanops,OTT,genus,Tetanops,100,129040,454640,OTT,129040,Tetanops,129040,Tetanops,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Ulidiidae,Otitinae,,,Tetanops_454640,Holometabola,Schizophora
80,Acletoxenus,Acletoxenus,OTT,genus,Acletoxenus,100,302184,462271,OTT,302184,Acletoxenus,302184,Acletoxenus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Steganinae,Gitonini,Acletoxenina,Acletoxenus_462271,Holometabola,Schizophora
81,Chalarus,Chalarus,OTT,genus,Chalarus,100,739536,115250,OTT,739536,Chalarus,739536,Chalarus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Pipunculidae,Chalarinae,,,Chalarus_115250,Holometabola,Aschiza
82,Aphidoletes,Aphidoletes,OTT,genus,Aphidoletes,100,234108,95971,OTT,234108,Aphidoletes,234108,Aphidoletes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Cecidomyiini,,Aphidoletes_95971,Holometabola,
83,Culicoides,Culicoides,OTT,genus,Culicoides,100,722888,41820,OTT,722888,Culicoides,722888,Culicoides,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Ceratopogoninae,Culicoidini,,Culicoides_41820,Holometabola,
84,Coboldia,Coboldia,OTT,genus,Coboldia,100,874411,170624,OTT,874411,Coboldia,874411,Coboldia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Scatopsoidea,Scatopsidae,,,,Coboldia_170624,Holometabola,
85,Monodiamesa,Monodiamesa,OTT,genus,Monodiamesa,100,704854,891905,OTT,704854,Monodiamesa,704854,Monodiamesa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Prodiamesinae,,,Monodiamesa_891905,Holometabola,
86,Chymomyza,Chymomyza,OTT,genus,Chymomyza,100,930769,7292,OTT,930769,Chymomyza,930769,Chymomyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Colocasiomyini,,Chymomyza_7292,Holometabola,Schizophora
87,Discocerina,Discocerina,OTT,genus,Discocerina,100,543103,745181,OTT,543103,Discocerina,543103,Discocerina,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Gymnomyzinae,,,Discocerina_745181,Holometabola,Schizophora
88,Axymyia,Axymyia,OTT,genus,Axymyia,100,892211,560715,OTT,892211,Axymyia,892211,Axymyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Axymyiomorpha,,Axymyiidae,,,,Axymyia_560715,Holometabola,
89,Sepedon,Sepedon,OTT,genus,Sepedon,100,162441,320954,OTT,162441,Sepedon,162441,Sepedon,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Sepedon_320954,Holometabola,Schizophora
90,Melangyna,Melangyna,OTT,genus,Melangyna,100,541060,414825,OTT,541060,Melangyna,541060,Melangyna,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,Melangyna_414825,Holometabola,Aschiza
91,Potamia,Potamia,OTT,genus,Potamia,100,558828,559704,OTT,558828,Potamia,558828,Potamia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Azeliini,,Potamia_559704,Holometabola,Schizophora
92,Sarcophaga,Sarcophaga,OTT,genus,Sarcophaga,100,334388,7384,OTT,334388,Sarcophaga,334388,Sarcophaga,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,,,Sarcophaga_7384,Holometabola,Schizophora
93,Centrophlebomyia,Centrophlebomyia,OTT,genus,Centrophlebomyia,100,4409802,1603419,OTT,4409802,Centrophlebomyia,4409802,Centrophlebomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Piophilidae,Piophilinae,,,Centrophlebomyia_1603419,Holometabola,Schizophora
94,Mormotomyia,Mormotomyia,OTT,genus,Mormotomyia,100,54704,1155704,OTT,54704,Mormotomyia,54704,Mormotomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Mormotomyiidae,,,,Mormotomyia_1155704,Holometabola,Schizophora
95,Tricholauxania,Tricholauxania,OTT,genus,Tricholauxania,100,468406,192459,OTT,468406,Tricholauxania,468406,Tricholauxania,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Lauxaniidae,,,,Tricholauxania_192459,Holometabola,Schizophora
96,Discomyza,Discomyza,OTT,genus,Discomyza,100,4424385,1720780,OTT,4424385,Discomyza,4424385,Discomyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Psilopinae,,,Discomyza_1720780,Holometabola,Schizophora
97,Elomyia,Elomyia,OTT,genus,Elomyia,100,4387145,1562792,OTT,4387145,Elomyia,4387145,Elomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Phasiinae,Phasiini,,Elomyia_1562792,Holometabola,Schizophora
98,Cerodontha,Cerodontha,OTT,genus,Cerodontha,100,587947,127401,OTT,587947,Cerodontha,587947,Cerodontha,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,,,Cerodontha_127401,Holometabola,Schizophora
99,Pelidnoptera,Pelidnoptera,OTT,genus,Pelidnoptera,100,751820,1096074,OTT,751820,Pelidnoptera,751820,Pelidnoptera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Pelidnoptera_1096074,Holometabola,Schizophora
100,Helius,Helius,OTT,genus,Helius,100,328555,700865,OTT,328555,Helius,328555,Helius,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Limoniinae,,,Helius_700865,Holometabola,
101,Limnophora,Limnophora,OTT,genus,Limnophora,100,364542,307207,OTT,364542,Limnophora,364542,Limnophora,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Coenosiinae,Limnophorini,,Limnophora_307207,Holometabola,Schizophora
102,Asphondylia,Asphondylia,OTT,genus,Asphondylia,100,305612,153012,OTT,305612,Asphondylia,305612,Asphondylia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Asphondyliini,,Asphondylia_153012,Holometabola,
103,Chiastocheta,Chiastocheta,OTT,genus,Chiastocheta,100,15700,129251,OTT,15700,Chiastocheta,15700,Chiastocheta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Chiastocheta_129251,Holometabola,Schizophora
104,Acemya,Acemya,OTT,genus,Acemya,100,4380813,1677647,OTT,4380813,Acemya,4380813,Acemya,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Acemyini,,Acemya_1677647,Holometabola,Schizophora
105,Cuterebra,Cuterebra,OTT,genus,Cuterebra,100,825505,170896,OTT,825505,Cuterebra,825505,Cuterebra,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Cuterebrinae,,,Cuterebra_170896,Holometabola,Schizophora
106,Ctenostylidae,Ctenostylidae,OTT,family,Ctenostylidae,100,814229,1262363,OTT,814229,,,Ctenostylidae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,,,,,Ctenostylidae,Holometabola,Schizophora
107,Calamoncosis,Calamoncosis,OTT,genus,Calamoncosis,100,4414330,540852,OTT,4414330,Calamoncosis,4414330,Calamoncosis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Calamoncosis_540852,Holometabola,Schizophora
108,Androprosopa,Androprosopa,OTT,genus,Androprosopa,100,800106,41815,OTT,800106,Androprosopa,800106,Androprosopa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Thaumaleidae,,,,Androprosopa_41815,Holometabola,
109,Bolbodimyia,Bolbodimyia,OTT,genus,Bolbodimyia,100,4454285,1547386,OTT,4454285,Bolbodimyia,4454285,Bolbodimyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Tabaninae,Diachlorini,,Bolbodimyia_1547386,Holometabola,
110,Ectophasia,Ectophasia,OTT,genus,Ectophasia,100,1007228,569037,OTT,1007228,Ectophasia,1007228,Ectophasia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Phasiinae,Phasiini,,Ectophasia_569037,Holometabola,Schizophora
111,Piophila,Piophila,OTT,genus,Piophila,100,713613,53709,OTT,713613,Piophila,713613,Piophila,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Piophilidae,Piophilinae,,,Piophila_53709,Holometabola,Schizophora
112,Anevrina,Anevrina,OTT,genus,Anevrina,100,335974,92526,OTT,335974,Anevrina,335974,Anevrina,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Phorinae,,,Anevrina_92526,Holometabola,Aschiza
113,Dinera,Dinera,OTT,genus,Dinera,100,1007223,569035,OTT,1007223,Dinera,1007223,Dinera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Dexiini,,Dinera_569035,Holometabola,Schizophora
114,Paregle,Paregle,OTT,genus,Paregle,100,264528,559693,OTT,264528,Paregle,264528,Paregle,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Paregle_559693,Holometabola,Schizophora
115,Euxesta,Euxesta,OTT,genus,Euxesta,100,804871,286468,OTT,804871,Euxesta,804871,Euxesta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Ulidiidae,Ulidiinae,,,Euxesta_286468,Holometabola,Schizophora
116,Lipara,Lipara,OTT,genus,Lipara,100,4413820,540870,OTT,4413820,Lipara,4413820,Lipara,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Lipara_540870,Holometabola,Schizophora
117,Phalacrocera,Phalacrocera,OTT,genus,Phalacrocera,100,4497456,2203737,OTT,4497456,Phalacrocera,4497456,Phalacrocera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Cylindrotomidae,Cylindrotominae,,,Phalacrocera_2203737,Holometabola,
118,Ornidia,Ornidia,OTT,genus,Ornidia,100,4358571,994473,OTT,4358571,Ornidia,4358571,Ornidia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Volucellini,,Ornidia_994473,Holometabola,Aschiza
119,Mallophora,Mallophora,OTT,genus,Mallophora,100,837962,270862,OTT,837962,Mallophora,837962,Mallophora,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Asilidae,Apocleinae,,,Mallophora_270862,Holometabola,
120,Parochthiphila,Parochthiphila,OTT,genus,Parochthiphila,100,793414,1262282,OTT,793414,Parochthiphila,793414,Parochthiphila,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Chamaemyiidae,,,,Parochthiphila_1262282,Holometabola,Schizophora
121,Pericoma,Pericoma,OTT,genus,Pericoma,100,464046,1148481,OTT,464046,Pericoma,464046,Pericoma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Psychodinae,,,Pericoma_1148481,Holometabola,
122,Antocha,Antocha,OTT,genus,Antocha,100,331983,454619,OTT,331983,Antocha,331983,Antocha,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Limoniinae,,,Antocha_454619,Holometabola,
123,Metalimnobia,Metalimnobia,OTT,genus,Metalimnobia,100,853155,700851,OTT,853155,Metalimnobia,853155,Metalimnobia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Limoniinae,,,Metalimnobia_700851,Holometabola,
124,Fidena,Fidena,OTT,genus,Fidena,100,4453534,1334907,OTT,4453534,Fidena,4453534,Fidena,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Pangoniinae,Scioniini,,Fidena_1334907,Holometabola,
125,Hebecnema,Hebecnema,OTT,genus,Hebecnema,100,788056,559682,OTT,788056,Hebecnema,788056,Hebecnema,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Mydaeinae,,,Hebecnema_559682,Holometabola,Schizophora
126,Mydaea,Mydaea,OTT,genus,Mydaea,100,788057,559689,OTT,788057,Mydaea,788057,Mydaea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Mydaeinae,,,Mydaea_559689,Holometabola,Schizophora
127,Mischoderus,Mischoderus,OTT,genus,Mischoderus,100,4513164,560267,OTT,4513164,Mischoderus,4513164,Mischoderus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Ptychopteromorpha,,Tanyderidae,,,,Mischoderus_560267,Holometabola,
128,Oxycera,Oxycera,OTT,genus,Oxycera,100,1077817,860348,OTT,1077817,Oxycera,1077817,Oxycera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Oxycerini,,Oxycera_860348,Holometabola,
129,Ptychoptera,Ptychoptera,OTT,genus,Ptychoptera,100,1096888,209691,OTT,1096888,Ptychoptera,1096888,Ptychoptera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Ptychopteromorpha,,Ptychopteridae,Ptychopterinae,,,Ptychoptera_209691,Holometabola,
130,Zaprionus,Zaprionus,OTT,genus,Zaprionus,100,930774,7296,OTT,930774,Zaprionus,930774,Zaprionus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophilini,,Zaprionus_7296,Holometabola,Schizophora
131,Sphaerophoria,Sphaerophoria,OTT,genus,Sphaerophoria,100,419870,226179,OTT,419870,Sphaerophoria,419870,Sphaerophoria,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,Sphaerophoria_226179,Holometabola,Aschiza
132,Cleigastra,Cleigastra,OTT,genus,Cleigastra,100,1081089,113167,OTT,1081089,Cleigastra,1081089,Cleigastra,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Scathophagidae,Scathophaginae,,,Cleigastra_113167,Holometabola,Schizophora
133,Anopheles,Anopheles,OTT,genus,Anopheles,100,793190,7164,OTT,793190,Anopheles,793190,Anopheles,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Anophelinae,,,Anopheles_7164,Holometabola,
134,Idiella,Idiella,OTT,genus,Idiella,100,4523368,1902146,OTT,4523368,Idiella,4523368,Idiella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Rhiniidae,,,,Idiella_1902146,Holometabola,Schizophora
135,Microchrysa,Microchrysa,OTT,genus,Microchrysa,100,97979,931517,OTT,97979,Microchrysa,97979,Microchrysa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Sarginae,,,Microchrysa_931517,Holometabola,
136,Pseudacteon,Pseudacteon,OTT,genus,Pseudacteon,100,199239,378799,OTT,199239,Pseudacteon,199239,Pseudacteon,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Phorinae,,,Pseudacteon_378799,Holometabola,Aschiza
137,Zygothrica,Zygothrica,OTT,genus,Zygothrica,100,320413,504731,OTT,320413,Zygothrica,320413,Zygothrica,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Drosophilidae,Drosophilinae,Drosophilini,,Zygothrica_504731,Holometabola,Schizophora
138,Xyphosia,Xyphosia,OTT,genus,Xyphosia,100,762579,381372,OTT,762579,Xyphosia,762579,Xyphosia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Xyphosiini,,Xyphosia_381372,Holometabola,Schizophora
139,Elgiva,Elgiva,OTT,genus,Elgiva,100,111368,320938,OTT,111368,Elgiva,111368,Elgiva,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Elgiva_320938,Holometabola,Schizophora
140,Jamesomyia,Jamesomyia,OTT,genus,Jamesomyia,100,1057210,28601,OTT,1057210,Jamesomyia,1057210,Jamesomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Noeetini,,Jamesomyia_28601,Holometabola,Schizophora
141,Thaumalea,Thaumalea,OTT,genus,Thaumalea,100,235942,61068,OTT,235942,Thaumalea,235942,Thaumalea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Thaumaleidae,,,,Thaumalea_61068,Holometabola,
142,Morellia,Morellia,OTT,genus,Morellia,100,377283,253340,OTT,377283,Morellia,377283,Morellia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,,Morellia_253340,Holometabola,Schizophora
143,Pholeomyia,Pholeomyia,OTT,genus,Pholeomyia,100,4411164,1720804,OTT,4411164,Pholeomyia,4411164,Pholeomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Milichiidae,,,,Pholeomyia_1720804,Holometabola,Schizophora
144,Cobboldia,Cobboldia,OTT,genus,Cobboldia,100,4374092,2583773,OTT,4374092,Cobboldia,4374092,Cobboldia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Gasterophilinae,,,Cobboldia_2583773,Holometabola,Schizophora
145,Protocalliphora,Protocalliphora,OTT,genus,Protocalliphora,100,177603,142901,OTT,177603,Protocalliphora,177603,Protocalliphora,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Chrysomyinae,Phormini,,Protocalliphora_142901,Holometabola,Schizophora
