,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,seqname,cohort,section
221,Pollenia,Pollenia,OTT,genus,Pollenia,100,898041,229639,OTT,898041,Pollenia,898041,Pollenia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Polleniinae,,,Pollenia_229639,Holometabola,Schizophora
222,Glaurocara,Glaurocara,OTT,genus,Glaurocara,100,4387474,2027854,OTT,4387474,Glaurocara,4387474,Glaurocara,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Glaurocarini,,Glaurocara_2027854,Holometabola,Schizophora
223,Estheria,Estheria,OTT,genus,Estheria,100,4384223,1918238,OTT,4384223,Estheria,4384223,Estheria,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Dexiini,,Estheria_1918238,Holometabola,Schizophora
224,Wiedemannia,Wiedemannia,OTT,genus,Wiedemannia,100,820893,240904,OTT,820893,Wiedemannia,820893,Wiedemannia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Empidoidea,Empididae,Clinocerinae,,,Wiedemannia_240904,Holometabola,
225,Brachydeutera,Brachydeutera,OTT,genus,Brachydeutera,100,4424321,1990785,OTT,4424321,Brachydeutera,4424321,Brachydeutera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Ephydrinae,,,Brachydeutera_1990785,Holometabola,Schizophora
226,Braula,Braula,OTT,genus,Braula,100,26329,305561,OTT,26329,Braula,26329,Braula,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Braulidae,,,,Braula_305561,Holometabola,Schizophora
227,Vermileo,Vermileo,OTT,genus,Vermileo,100,15488,124333,OTT,15488,Vermileo,15488,Vermileo,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,,Vermileonidae,,,,Vermileo_124333,Holometabola,
228,Medetera,Medetera,OTT,genus,Medetera,100,915821,377527,OTT,915821,Medetera,915821,Medetera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,Medetera_377527,Holometabola,
229,Dictya,Dictya,OTT,genus,Dictya,100,360701,1096051,OTT,360701,Dictya,360701,Dictya,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Dictya_1096051,Holometabola,Schizophora
230,Tricogena,Tricogena,OTT,genus,Tricogena,100,4369511,1606792,OTT,4369511,Tricogena,4369511,Tricogena,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Rhinophoridae,,,,Tricogena_1606792,Holometabola,Schizophora
231,Platystoma,Platystoma,OTT,genus,Platystoma,100,977784,286504,OTT,977784,Platystoma,977784,Platystoma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Platystomatidae,Platystomatinae,,,Platystoma_286504,Holometabola,Schizophora
232,Ogcodes,Ogcodes,OTT,genus,Ogcodes,100,171537,188257,OTT,171537,Ogcodes,171537,Ogcodes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,Ogcodes_188257,Holometabola,
233,Mycomya,Mycomya,OTT,genus,Mycomya,100,155023,608706,OTT,155023,Mycomya,155023,Mycomya,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycomyinae,,,Mycomya_608706,Holometabola,
234,Dictenidia,Dictenidia,OTT,genus,Dictenidia,100,4511923,2108369,OTT,4511923,Dictenidia,4511923,Dictenidia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Ctenophorinae,,,Dictenidia_2108369,Holometabola,
235,Procanace,Procanace,OTT,genus,Procanace,100,21737,1262322,OTT,21737,Procanace,21737,Procanace,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Canacidae,,,,Procanace_1262322,Holometabola,Schizophora
236,Diplonevra,Diplonevra,OTT,genus,Diplonevra,100,860664,92534,OTT,860664,Diplonevra,860664,Diplonevra,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Phoridae,Phorinae,,,Diplonevra_92534,Holometabola,Aschiza
237,Cleonice,Cleonice,OTT,genus,Cleonice,100,4381311,1918224,OTT,4381311,Cleonice,4381311,Cleonice,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Ernestiini,,Cleonice_1918224,Holometabola,Schizophora
238,Macrocera,Macrocera,OTT,genus,Macrocera,100,206343,608727,OTT,206343,Macrocera,206343,Macrocera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Keroplatidae,Macrocerinae,,,Macrocera_608727,Holometabola,
239,Chrysops,Chrysops,OTT,genus,Chrysops,100,724021,27458,OTT,724021,Chrysops,724021,Chrysops,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Chrysopsinae,Chrysopsini,,Chrysops_27458,Holometabola,
240,Paralucilia,Paralucilia,OTT,genus,Paralucilia,100,442894,1042205,OTT,442894,Paralucilia,442894,Paralucilia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Chrysomyinae,Chrysomyini,,Paralucilia_1042205,Holometabola,Schizophora
241,Blondelia,Blondelia,OTT,genus,Blondelia,100,517726,179437,OTT,517726,Blondelia,517726,Blondelia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Blondeliini,,Blondelia_179437,Holometabola,Schizophora
242,Phorbia,Phorbia,OTT,genus,Phorbia,100,4361619,1993534,OTT,4361619,Phorbia,4361619,Phorbia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Anthomyiinae,,,Phorbia_1993534,Holometabola,Schizophora
243,Scholastes,Scholastes,OTT,genus,Scholastes,100,4407260,1902237,OTT,4407260,Scholastes,4407260,Scholastes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Platystomatidae,Scholastinae,,,Scholastes_1902237,Holometabola,Schizophora
244,Cheilosia,Cheilosia,OTT,genus,Cheilosia,100,76731,173981,OTT,76731,Cheilosia,76731,Cheilosia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Rhingiini,,Cheilosia_173981,Holometabola,Aschiza
245,Limonia,Limonia,OTT,genus,Limonia,100,949335,52743,OTT,949335,Limonia,949335,Limonia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Limoniinae,,,Limonia_52743,Holometabola,
246,Trichocera,Trichocera,OTT,genus,Trichocera,100,373195,52759,OTT,373195,Trichocera,373195,Trichocera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Trichoceroidea,Trichoceridae,,,,Trichocera_52759,Holometabola,
247,Orfelia,Orfelia,OTT,genus,Orfelia,100,161123,270890,OTT,161123,Orfelia,161123,Orfelia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Keroplatidae,Keroplatinae,Orfeliini,,Orfelia_270890,Holometabola,
248,Mallota,Mallota,OTT,genus,Mallota,100,4358979,535942,OTT,4358979,Mallota,4358979,Mallota,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Eristalini,,Mallota_535942,Holometabola,Aschiza
249,Chamaemyia,Chamaemyia,OTT,genus,Chamaemyia,100,267777,305621,OTT,267777,Chamaemyia,267777,Chamaemyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Chamaemyiidae,,,,Chamaemyia_305621,Holometabola,Schizophora
250,Sphecapatoclea,Sphecapatoclea,OTT,genus,Sphecapatoclea,100,4372479,2021595,OTT,4372479,Sphecapatoclea,4372479,Sphecapatoclea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Miltogramminae,,,Sphecapatoclea_2021595,Holometabola,Schizophora
251,Oestromyia,Oestromyia,OTT,genus,Oestromyia,100,648,170913,OTT,648,Oestromyia,648,Oestromyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Hypodermatinae,,,Oestromyia_170913,Holometabola,Schizophora
252,Spaniocelyphus,Spaniocelyphus,OTT,genus,Spaniocelyphus,100,140671,1262326,OTT,140671,Spaniocelyphus,140671,Spaniocelyphus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Celyphidae,,,,Spaniocelyphus_1262326,Holometabola,Schizophora
253,Microdon,Microdon,OTT,genus,Microdon,100,520158,115291,OTT,520158,Microdon,520158,Microdon,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Microdontinae,,,Microdon_115291,Holometabola,Aschiza
254,Spania,Spania,OTT,genus,Spania,100,4449483,1559498,OTT,4449483,Spania,4449483,Spania,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Rhagionidae,,,,Spania_1559498,Holometabola,
255,Rhamphomyia,Rhamphomyia,OTT,genus,Rhamphomyia,100,224221,192612,OTT,224221,Rhamphomyia,224221,Rhamphomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Empidoidea,Empididae,Empidinae,,,Rhamphomyia_192612,Holometabola,
256,Anticheta,Anticheta,OTT,genus,Anticheta,100,312888,1096047,OTT,312888,Anticheta,312888,Anticheta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Anticheta_1096047,Holometabola,Schizophora
257,Apiocera,Apiocera,OTT,genus,Apiocera,100,496666,160270,OTT,496666,Apiocera,496666,Apiocera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Apioceridae,,,,Apiocera_160270,Holometabola,
258,Sciadocera,Sciadocera,OTT,genus,Sciadocera,100,468442,192453,OTT,468442,Sciadocera,468442,Sciadocera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Sciadoceridae,,,,Sciadocera_192453,Holometabola,Aschiza
259,Paykullia,Paykullia,OTT,genus,Paykullia,100,264525,559695,OTT,264525,Paykullia,264525,Paykullia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Rhinophoridae,,,,Paykullia_559695,Holometabola,Schizophora
260,Myolepta,Myolepta,OTT,genus,Myolepta,100,4359170,1473716,OTT,4359170,Myolepta,4359170,Myolepta,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Brachyopini,,Myolepta_1473716,Holometabola,Aschiza
261,Liponeura,Liponeura,OTT,genus,Liponeura,100,816753,446516,OTT,816753,Liponeura,816753,Liponeura,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Blephariceromorpha,Blephariceroidea,Blephariceridae,,,,Liponeura_446516,Holometabola,
262,Zaira,Zaira,OTT,genus,Zaira,100,991480,179789,OTT,991480,Zaira,991480,Zaira,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Blondeliini,,Zaira_179789,Holometabola,Schizophora
263,Sphaeromias,Sphaeromias,OTT,genus,Sphaeromias,100,4466569,1874311,OTT,4466569,Sphaeromias,4466569,Sphaeromias,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,,Sphaeromias_1874311,Holometabola,
264,Callicera,Callicera,OTT,genus,Callicera,100,918825,228567,OTT,918825,Callicera,918825,Callicera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Callicerini,,Callicera_228567,Holometabola,Aschiza
265,Neomyia,Neomyia,OTT,genus,Neomyia,100,1011255,305607,OTT,1011255,Neomyia,1011255,Neomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Muscinae,Muscini,,Neomyia_305607,Holometabola,Schizophora
266,Leucotabanus,Leucotabanus,OTT,genus,Leucotabanus,100,4453229,1969939,OTT,4453229,Leucotabanus,4453229,Leucotabanus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Tabaninae,Diachlorini,,Leucotabanus_1969939,Holometabola,
267,Paracoenia,Paracoenia,OTT,genus,Paracoenia,100,4424266,1690382,OTT,4424266,Paracoenia,4424266,Paracoenia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Ephydrinae,,,Paracoenia_1690382,Holometabola,Schizophora
268,Bolitophila,Bolitophila,OTT,genus,Bolitophila,100,148805,52718,OTT,148805,Bolitophila,148805,Bolitophila,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Bolitophilinae,,,Bolitophila_52718,Holometabola,
269,Eukiefferiella,Eukiefferiella,OTT,genus,Eukiefferiella,100,5320,288843,OTT,5320,Eukiefferiella,5320,Eukiefferiella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,,,Eukiefferiella_288843,Holometabola,
270,Paraborniella,Paraborniella,OTT,genus,Paraborniella,100,662263,903459,OTT,662263,Paraborniella,662263,Paraborniella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomini,,Paraborniella_903459,Holometabola,
271,Clausicella,Clausicella,OTT,genus,Clausicella,100,4382615,1718822,OTT,4382615,Clausicella,4382615,Clausicella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Leskiini,,Clausicella_1718822,Holometabola,Schizophora
272,Philornis,Philornis,OTT,genus,Philornis,100,842738,253427,OTT,842738,Philornis,842738,Philornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,,Philornis_253427,Holometabola,Schizophora
273,Drino,Drino,OTT,genus,Drino,100,1039328,179459,OTT,1039328,Drino,1039328,Drino,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Exoristinae,Eryciini,,Drino_179459,Holometabola,Schizophora
274,Calycomyza,Calycomyza,OTT,genus,Calycomyza,100,542774,414293,OTT,542774,Calycomyza,542774,Calycomyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,,,Calycomyza_414293,Holometabola,Schizophora
275,Oreoleptis,Oreoleptis,OTT,genus,Oreoleptis,100,769462,1262318,OTT,769462,Oreoleptis,769462,Oreoleptis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Oreoleptidae,,,,Oreoleptis_1262318,Holometabola,
276,Urophora,Urophora,OTT,genus,Urophora,100,1007129,28620,OTT,1007129,Urophora,1007129,Urophora,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Myopitini,,Urophora_28620,Holometabola,Schizophora
277,Hypoderma,Hypoderma,OTT,genus,Hypoderma,100,334370,7388,OTT,334370,Hypoderma,334370,Hypoderma,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Hypodermatinae,,,Hypoderma_7388,Holometabola,Schizophora
278,Pegomya,Pegomya,OTT,genus,Pegomya,100,264522,559697,OTT,264522,Pegomya,264522,Pegomya,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Pegomyinae,,,Pegomya_559697,Holometabola,Schizophora
279,Dasineura,Dasineura,OTT,genus,Dasineura,100,266060,240745,OTT,266060,Dasineura,266060,Dasineura,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Dasineurini,,Dasineura_240745,Holometabola,
280,Tipula,Tipula,OTT,genus,Tipula,100,990415,41043,OTT,990415,Tipula,990415,Tipula,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,Tipulinae,,,Tipula_41043,Holometabola,
281,Sciophila,Sciophila,OTT,genus,Sciophila,100,482088,1085959,OTT,482088,Sciophila,482088,Sciophila,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Sciophilinae,,,Sciophila_1085959,Holometabola,
282,Metriocnemus,Metriocnemus,OTT,genus,Metriocnemus,100,792851,137497,OTT,792851,Metriocnemus,792851,Metriocnemus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Orthocladiinae,,,Metriocnemus_137497,Holometabola,
283,Chaetopsis,Chaetopsis,OTT,genus,Chaetopsis,100,660723,240871,OTT,660723,Chaetopsis,660723,Chaetopsis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Ulidiidae,Ulidiinae,,,Chaetopsis_240871,Holometabola,Schizophora
284,Nymphomyia,Nymphomyia,OTT,genus,Nymphomyia,100,1037378,560766,OTT,1037378,Nymphomyia,1037378,Nymphomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Blephariceromorpha,Nymphomyioidea,Nymphomyiidae,,,,Nymphomyia_560766,Holometabola,
285,Phlebotomus,Phlebotomus,OTT,genus,Phlebotomus,100,744763,13203,OTT,744763,Phlebotomus,744763,Phlebotomus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Phlebotominae,,,Phlebotomus_13203,Holometabola,
286,Ctenophora,Ctenophora,OTT,genus,Ctenophora,100,1043126,516519,OTT,1043126,Ctenophora,1043126,Ctenophora,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Tipulidae,,,,Ctenophora_516519,Holometabola,
287,Hybomitra,Hybomitra,OTT,genus,Hybomitra,100,438366,124690,OTT,438366,Hybomitra,438366,Hybomitra,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Tabaninae,Tabanini,,Hybomitra_124690,Holometabola,
288,Scatella,Scatella,OTT,genus,Scatella,100,130266,305595,OTT,130266,Scatella,130266,Scatella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Ephydroidea,Ephydridae,Ephydrinae,,,Scatella_305595,Holometabola,Schizophora
289,Alliopsis,Alliopsis,OTT,genus,Alliopsis,100,4361667,1692454,OTT,4361667,Alliopsis,4361667,Alliopsis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Pegomyinae,,,Alliopsis_1692454,Holometabola,Schizophora
290,Astomella,Astomella,OTT,genus,Astomella,100,287591,210239,OTT,287591,Astomella,287591,Astomella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,Astomella_210239,Holometabola,
291,Onesiomima,Onesiomima,OTT,genus,Onesiomima,100,4390171,2173510,OTT,4390171,Onesiomima,4390171,Onesiomima,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Calliphorinae,,,Onesiomima_2173510,Holometabola,Schizophora
292,Coremacera,Coremacera,OTT,genus,Coremacera,100,1098577,1226614,OTT,1098577,Coremacera,1098577,Coremacera,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Coremacera_1226614,Holometabola,Schizophora
293,Hydromyza,Hydromyza,OTT,genus,Hydromyza,100,504442,113174,OTT,504442,Hydromyza,504442,Hydromyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Scathophagidae,Scathophaginae,,,Hydromyza_113174,Holometabola,Schizophora
294,Agromyza,Agromyza,OTT,genus,Agromyza,100,542775,414290,OTT,542775,Agromyza,542775,Agromyza,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Agromyzinae,,,Agromyza_414290,Holometabola,Schizophora
295,Pteromicra,Pteromicra,OTT,genus,Pteromicra,100,572032,1226622,OTT,572032,Pteromicra,572032,Pteromicra,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Pteromicra_1226622,Holometabola,Schizophora
296,Terellia,Terellia,OTT,genus,Terellia,100,700738,28615,OTT,700738,Terellia,700738,Terellia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Terelliini,,Terellia_28615,Holometabola,Schizophora
