,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,updated_genus_ncbi_id,updated_species,updated_species_ott_id,updated_species_ncbi_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,Unnamed: 0,tip_name,superfamily,family,subfamily,tribe,genus,species,additional_identifiers,section,cohort,species group,subgenus,species subgroup,genus
2098,Hercostomus praeceps,Hercostomus praeceps,OTT,species,Hercostomus praeceps,100,529115,574910,OTT,529115,Hercostomus,1061877.0,310644,praeceps,529115.0,574910,Hercostomus praeceps,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2139,Hercostomus_praeceps_Dolichopodidae,,Dolichopodidae,,,Hercostomus,praeceps,,,Holometabola,,,,
2099,Argyrochlamys impudicus,Argyrochlamys impudicus,OTT,species,Argyrochlamys impudicus,100,599627,626608,OTT,599627,Argyrochlamys,599626.0,626607,impudicus,599627.0,626608,Argyrochlamys impudicus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2140,Argyrochlamys_impudicus_Dolichopodidae,,Dolichopodidae,,,Argyrochlamys,impudicus,,,Holometabola,,,,
2100,Paraclius digitatus,Paraclius digitatus,OTT,species,Paraclius digitatus,100,1074104,626631,OTT,1074104,Paraclius,1074106.0,626630,digitatus,1074104.0,626631,Paraclius digitatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2141,Paraclius_digitatus_Dolichopodidae,,Dolichopodidae,,,Paraclius,digitatus,,,Holometabola,,,,
2101,Gymnopternus helveticus,Gymnopternus helveticus,OTT,species,Gymnopternus helveticus,100,7679,574924,OTT,7679,Gymnopternus,639399.0,310633,helveticus,7679.0,574924,Gymnopternus helveticus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2142,Gymnopternus_helveticus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,helveticus,,,Holometabola,,,,
2102,Gymnopternus blankaartensis,Gymnopternus blankaartensis,OTT,species,Gymnopternus blankaartensis,100,639395,310637,OTT,639395,Gymnopternus,639399.0,310633,blankaartensis,639395.0,310637,Gymnopternus blankaartensis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2143,Gymnopternus_blankaartensis_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,blankaartensis,,,Holometabola,,,,
2103,Gymnopternus cupreus,Gymnopternus cupreus,OTT,species,Gymnopternus cupreus,100,1061882,310641,OTT,1061882,Gymnopternus,639399.0,310633,cupreus,1061882.0,310641,Gymnopternus cupreus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2144,Gymnopternus_cupreus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,cupreus,,,Holometabola,,,,
2104,Gymnopternus assimilis,Gymnopternus assimilis,OTT,species,Gymnopternus assimilis,100,639396,310636,OTT,639396,Gymnopternus,639399.0,310633,assimilis,639396.0,310636,Gymnopternus assimilis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2145,Gymnopternus_assimilis_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,assimilis,,,Holometabola,,,,
2105,Gymnopternus silvestris,Gymnopternus silvestris,OTT,species,Gymnopternus silvestris,100,1061884,310643,OTT,1061884,Gymnopternus,639399.0,310633,silvestris,1061884.0,310643,Gymnopternus silvestris,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2146,Gymnopternus_silvestris_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,silvestris,,,Holometabola,,,,
2106,Gymnopternus brevicornis,Gymnopternus brevicornis,OTT,species,Gymnopternus brevicornis,100,541519,310638,OTT,541519,Gymnopternus,639399.0,310633,brevicornis,541519.0,310638,Gymnopternus brevicornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2147,Gymnopternus_brevicornis_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,brevicornis,,,Holometabola,,,,
2107,Gymnopternus celer,Gymnopternus celer,OTT,species,Gymnopternus celer,100,541516,310639,OTT,541516,Gymnopternus,639399.0,310633,celer,541516.0,310639,Gymnopternus celer,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2148,Gymnopternus_celer_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,celer,,,Holometabola,,,,
2108,Gymnopternus metallicus,Gymnopternus metallicus,OTT,species,Gymnopternus metallicus,100,1061883,310642,OTT,1061883,Gymnopternus,639399.0,310633,metallicus,1061883.0,310642,Gymnopternus metallicus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2149,Gymnopternus_metallicus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,metallicus,,,Holometabola,,,,
2109,Gymnopternus aerosus,Gymnopternus aerosus,OTT,species,Gymnopternus aerosus,100,639394,310634,OTT,639394,Gymnopternus,639399.0,310633,aerosus,639394.0,310634,Gymnopternus aerosus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2150,Gymnopternus_aerosus_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,aerosus,,,Holometabola,,,,
2110,Gymnopternus angustifrons,Gymnopternus angustifrons,OTT,species,Gymnopternus angustifrons,100,473555,310635,OTT,473555,Gymnopternus,639399.0,310633,angustifrons,473555.0,310635,Gymnopternus angustifrons,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2151,Gymnopternus_angustifrons_Dolichopodidae,,Dolichopodidae,,,Gymnopternus,angustifrons,,,Holometabola,,,,
2111,Hercostomus nigripennis,Hercostomus nigripennis,OTT,species,Hercostomus nigripennis,100,1061879,310646,OTT,1061879,Hercostomus,1061877.0,310644,nigripennis,1061879.0,310646,Hercostomus nigripennis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2152,Hercostomus_nigripennis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nigripennis,,,Holometabola,,,,
2112,Hercostomus chaerophylli,Hercostomus chaerophylli,OTT,species,Hercostomus chaerophylli,100,1055221,574908,OTT,1055221,Hercostomus,1061877.0,310644,chaerophylli,1055221.0,574908,Hercostomus chaerophylli,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2153,Hercostomus_chaerophylli_Dolichopodidae,,Dolichopodidae,,,Hercostomus,chaerophylli,,,Holometabola,,,,
2113,Hercostomus germanus,Hercostomus germanus,OTT,species,Hercostomus germanus,100,841481,574909,OTT,841481,Hercostomus,1061877.0,310644,germanus,841481.0,574909,Hercostomus germanus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2154,Hercostomus_germanus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,germanus,,,Holometabola,,,,
2114,Dolichopus,Dolichopus,OTT,genus,Dolichopus,100,1091455,192427,OTT,1091455,Dolichopus,1091455.0,,,,,Dolichopus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2155,Dolichopus_sp_Dolichopodidae,,Dolichopodidae,,,Dolichopus,,,,Holometabola,,,,
2115,Dolichopus,Dolichopus,OTT,genus,Dolichopus,100,1091455,192427,OTT,1091455,Dolichopus,1091455.0,,,,,Dolichopus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2156,Dolichopus_sp_Dolichopodidae_NCSU_99071924,,Dolichopodidae,,,Dolichopus,,NCSU_99071924,,Holometabola,,,,
2116,Poecilobothrus principalis,Poecilobothrus principalis,OTT,species,Poecilobothrus principalis,100,529119,574912,OTT,529119,Poecilobothrus,573890.0,369886,principalis,529119.0,574912,Poecilobothrus principalis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2157,Poecilobothrus_principalis_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,principalis,,,Holometabola,,,,
2117,Poecilobothrus regalis,Poecilobothrus regalis,OTT,species,Poecilobothrus regalis,100,238219,573632,OTT,238219,Poecilobothrus,573890.0,369886,regalis,238219.0,573632,Poecilobothrus regalis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2158,Poecilobothrus_regalis_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,regalis,,,Holometabola,,,,
2118,Dolichopus,Dolichopus,OTT,genus,Dolichopus,100,1091455,192427,OTT,1091455,Dolichopus,1091455.0,,,,,Dolichopus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2159,Dolichopus_sp_Dolichopodidae_NCSU_97010378,,Dolichopodidae,,,Dolichopus,,NCSU_97010378,,Holometabola,,,,
2119,Poecilobothrus nobilitatus,Poecilobothrus nobilitatus,OTT,species,Poecilobothrus nobilitatus,100,138360,369887,OTT,138360,Poecilobothrus,573890.0,369886,nobilitatus,138360.0,369887,Poecilobothrus nobilitatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2160,Poecilobothrus_nobilitatus_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,nobilitatus,,,Holometabola,,,,
2120,Poecilobothrus chrysozygos,Poecilobothrus chrysozygos,OTT,species,Poecilobothrus chrysozygos,100,7677,574925,OTT,7677,Poecilobothrus,573890.0,369886,chrysozygos,7677.0,574925,Poecilobothrus chrysozygos,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2161,Poecilobothrus_chrysozygos_Dolichopodidae,,Dolichopodidae,,,Poecilobothrus,chrysozygos,,,Holometabola,,,,
2121,Hercostomus pilifer,Hercostomus pilifer,OTT,species,Hercostomus pilifer,100,290994,377517,OTT,290994,Hercostomus,1061877.0,310644,pilifer,290994.0,377517,Hercostomus pilifer,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2162,Hercostomus_pilifer_Dolichopodidae,,Dolichopodidae,,,Hercostomus,pilifer,,,Holometabola,,,,
2122,Hercostomus nigrilamellatus,Hercostomus nigrilamellatus,OTT,species,Hercostomus nigrilamellatus,100,761556,573628,OTT,761556,Hercostomus,1061877.0,310644,nigrilamellatus,761556.0,573628,Hercostomus nigrilamellatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2163,Hercostomus_nigrilamellatus_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nigrilamellatus,,,Holometabola,,,,
2123,Hercostomus vockerothi,Hercostomus vockerothi,OTT,species,Hercostomus vockerothi,100,238217,573631,OTT,238217,Hercostomus,1061877.0,310644,vockerothi,238217.0,573631,Hercostomus vockerothi,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2164,Hercostomus_vockerothi_Dolichopodidae,,Dolichopodidae,,,Hercostomus,vockerothi,,,Holometabola,,,,
2124,Hercostomus nigriplantis,Hercostomus nigriplantis,OTT,species,Hercostomus nigriplantis,100,761554,573629,OTT,761554,Hercostomus,1061877.0,310644,nigriplantis,761554.0,573629,Hercostomus nigriplantis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2165,Hercostomus_nigriplantis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,nigriplantis,,,Holometabola,,,,
2125,Hercostomus fugax,Hercostomus fugax,OTT,species,Hercostomus fugax,100,761548,573626,OTT,761548,Hercostomus,1061877.0,310644,fugax,761548.0,573626,Hercostomus fugax,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2166,Hercostomus_fugax_Dolichopodidae,,Dolichopodidae,,,Hercostomus,fugax,,,Holometabola,,,,
2126,Hercostomus vivax,Hercostomus vivax,OTT,species,Hercostomus vivax,100,529117,574911,OTT,529117,Hercostomus,1061877.0,310644,vivax,529117.0,574911,Hercostomus vivax,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2167,Hercostomus_vivax_Dolichopodidae,,Dolichopodidae,,,Hercostomus,vivax,,,Holometabola,,,,
2127,Tachytrechus notatus,Tachytrechus notatus,OTT,species,Tachytrechus notatus,100,238213,573635,OTT,238213,Tachytrechus,238212.0,573634,notatus,238213.0,573635,Tachytrechus notatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2168,Tachytrechus_notatus_Dolichopodidae,,Dolichopodidae,,,Tachytrechus,notatus,,,Holometabola,,,,
2128,Tachytrechus transitorius,Tachytrechus transitorius,OTT,species,Tachytrechus transitorius,100,529107,574914,OTT,529107,Tachytrechus,238212.0,573634,transitorius,529107.0,574914,Tachytrechus transitorius,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2169,Tachytrechus_transitorius_Dolichopodidae,,Dolichopodidae,,,Tachytrechus,transitorius,,,Holometabola,,,,
2129,Tachytrechus tessellatus,Tachytrechus tessellatus,OTT,species,Tachytrechus tessellatus,100,1056743,626553,OTT,1056743,Tachytrechus,238212.0,573634,tessellatus,1056743.0,626553,Tachytrechus tessellatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2170,Tachytrechus_tessellatus_Dolichopodidae,,Dolichopodidae,,,Tachytrechus,tessellatus,,,Holometabola,,,,
2130,Hercostomus brevidigitalis,Hercostomus brevidigitalis,OTT,species,Hercostomus brevidigitalis,100,480445,626545,OTT,480445,Hercostomus,1061877.0,310644,brevidigitalis,480445.0,626545,Hercostomus brevidigitalis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2171,Hercostomus_brevidigitalis_Dolichopodidae,,Dolichopodidae,,,Hercostomus,brevidigitalis,,,Holometabola,,,,
2131,Hercostomus meieri,Hercostomus meieri,OTT,species,Hercostomus meieri,100,480451,626546,OTT,480451,Hercostomus,1061877.0,310644,meieri,480451.0,626546,Hercostomus meieri,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Dolichopodinae,,,2172,Hercostomus_meieri_Dolichopodidae,,Dolichopodidae,,,Hercostomus,meieri,,,Holometabola,,,,
2132,Nepalomyia,Nepalomyia,OTT,genus,Nepalomyia,100,376876,627133,OTT,376876,Nepalomyia,376876.0,,,,,Nepalomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,,,2173,Nepalomyia_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Nepalomyia,,1_SNK_2009,,Holometabola,,,,
2133,Nepalomyia,Nepalomyia,OTT,genus,Nepalomyia,100,376876,627133,OTT,376876,Nepalomyia,376876.0,,,,,Nepalomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,,,2174,Nepalomyia_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Nepalomyia,,2_SNK_2009,,Holometabola,,,,
2134,Scotiomyia,Scotiomyia,OTT,genus,Scotiomyia,100,202281,626750,OTT,202281,Scotiomyia,202281.0,,,,,Scotiomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,2175,Scotiomyia_cf_singaporensis_SN_DolichopodidaeK_2009,,Dolichopodidae,,,Scotiomyia,,cf_singaporensis_SN_DolichopodidaeK_2009,,Holometabola,,,,
2135,Scotiomyia,Scotiomyia,OTT,genus,Scotiomyia,100,202281,626750,OTT,202281,Scotiomyia,202281.0,,,,,Scotiomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Sympycninae,,,2176,Scotiomyia_sp_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Scotiomyia,,SNK_2009,,Holometabola,,,,
2136,Acropsilus,Acropsilus,OTT,genus,Acropsilus,100,376878,627132,OTT,376878,Acropsilus,376878.0,,,,,Acropsilus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,,,2177,Acropsilus_sp_2_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Acropsilus,,2_SNK_2009,,Holometabola,,,,
2137,Acropsilus,Acropsilus,OTT,genus,Acropsilus,100,376878,627132,OTT,376878,Acropsilus,376878.0,,,,,Acropsilus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,,,2178,Acropsilus_sp_3_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Acropsilus,,3_SNK_2009,,Holometabola,,,,
2138,Acropsilus niger,Acropsilus niger,OTT,species,Acropsilus niger,100,41720,1000591,OTT,41720,Acropsilus,376878.0,627132,niger,41720.0,1000591,Acropsilus niger,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,,,2179,Acropsilus_niger_Dolichopodidae,,Dolichopodidae,,,Acropsilus,niger,,,Holometabola,,,,
2139,Acropsilus,Acropsilus,OTT,genus,Acropsilus,100,376878,627132,OTT,376878,Acropsilus,376878.0,,,,,Acropsilus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,,,2180,Acropsilus_sp_1_SNK_2009_Dolichopodidae,,Dolichopodidae,,,Acropsilus,,1_SNK_2009,,Holometabola,,,,
2140,Peloropeodes,Peloropeodes,OTT,genus,Peloropeodes,100,353320,1003934,OTT,353320,Peloropeodes,353320.0,,,,,Peloropeodes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,,,2181,Peloropeodes_sp_Pollet_0301_Dolichopodidae,,Dolichopodidae,,,Peloropeodes,,Pollet_0301,,Holometabola,,,,
2141,Peloropeodes,Peloropeodes,OTT,genus,Peloropeodes,100,353320,1003934,OTT,353320,Peloropeodes,353320.0,,,,,Peloropeodes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Peloropeodinae,,,2182,Peloropeodes_sp_Pollet_0306_Dolichopodidae,,Dolichopodidae,,,Peloropeodes,,Pollet_0306,,Holometabola,,,,
2142,Medetera minima,Medetera minima,OTT,species,Medetera minima,100,480462,626548,OTT,480462,Medetera,915821.0,377527,minima,480462.0,626548,Medetera minima,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,2183,Medetera_minima_Dolichopodidae,,Dolichopodidae,,,Medetera,minima,,,Holometabola,,,,
2143,Medetera dendrobaena,Medetera dendrobaena,OTT,species,Medetera dendrobaena,100,506344,1132423,OTT,506344,Medetera,915821.0,377527,dendrobaena,506344.0,1132423,Medetera dendrobaena,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,2184,Medetera_dendrobaena_Dolichopodidae,,Dolichopodidae,,,Medetera,dendrobaena,,,Holometabola,,,,
2144,Medetera diadema,Medetera diadema,OTT,species,Medetera diadema,100,390222,377554,OTT,390222,Medetera,915821.0,377527,diadema,390222.0,377554,Medetera diadema,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,2185,Medetera_diadema_Dolichopodidae,,Dolichopodidae,,,Medetera,diadema,,,Holometabola,,,,
2145,Medetera plumbella,Medetera plumbella,OTT,species,Medetera plumbella,100,474716,1132430,OTT,474716,Medetera,915821.0,377527,plumbella,474716.0,1132430,Medetera plumbella,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,2186,Medetera_plumbella_Dolichopodidae,,Dolichopodidae,,,Medetera,plumbella,,,Holometabola,,,,
2146,Medetera micacea,Medetera micacea,OTT,species,Medetera micacea,100,506333,1132426,OTT,506333,Medetera,915821.0,377527,micacea,506333.0,1132426,Medetera micacea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,2187,Medetera_micacea_Dolichopodidae,,Dolichopodidae,,,Medetera,micacea,,,Holometabola,,,,
2147,Medetera jacula,Medetera jacula,OTT,species,Medetera jacula,100,151695,377556,OTT,151695,Medetera,915821.0,377527,jacula,151695.0,377556,Medetera jacula,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,2188,Medetera_jacula_Dolichopodidae,,Dolichopodidae,,,Medetera,jacula,,,Holometabola,,,,
2148,Medetera infumata,Medetera infumata,OTT,species,Medetera infumata,100,506338,1132424,OTT,506338,Medetera,915821.0,377527,infumata,506338.0,1132424,Medetera infumata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,2189,Medetera_infumata_Dolichopodidae,,Dolichopodidae,,,Medetera,infumata,,,Holometabola,,,,
2149,Medetera grisescens,Medetera grisescens,OTT,species,Medetera grisescens,100,480449,626547,OTT,480449,Medetera,915821.0,377527,grisescens,480449.0,626547,Medetera grisescens,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,2190,Medetera_grisescens_Dolichopodidae,,Dolichopodidae,,,Medetera,grisescens,,,Holometabola,,,,
2150,Medetera lorea,Medetera lorea,OTT,species,Medetera lorea,100,506340,1132425,OTT,506340,Medetera,915821.0,377527,lorea,506340.0,1132425,Medetera lorea,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,2191,Medetera_lorea_Dolichopodidae,,Dolichopodidae,,,Medetera,lorea,,,Holometabola,,,,
