tip_name,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,updated_genus_ncbi_id,updated_species,updated_species_ott_id,updated_species_ncbi_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,cohort,infraclass,superorder,order,suborder,infraorder,section,superfamily,family,subfamily,tribe,subtribe,species group,subgenus,species subgroup,notes
Thinophilus_sp_1_SNK_2009_Dolichopodidae,Thinophilus,Thinophilus,OTT,,Thinophilus,100,704958,626642,OTT,704958,,704958,,,,,Thinophilus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Hydrophorinae,,,,,,
Nepalomyia_sp_3_SNK_2009_Dolichopodidae,Nepalomyia,Nepalomyia,OTT,,Nepalomyia,100,376876,627133,OTT,376876,,376876,,,,,Nepalomyia,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Peloropeodinae,,,,,,
Symbolia_costaricensis_Dolichopodidae,Symbolia costaricensis,Symbolia costaricensis,OTT,,Symbolia costaricensis,100,26924,1000636,OTT,26924,,716788,1000635,,26924,1000636,Symbolia costaricensis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Sympycninae,,,,,,
Anepsiomyia_flaviventris_Dolichopodidae,Anepsiomyia flaviventris,Anepsiomyia flaviventris,OTT,,Anepsiomyia flaviventris,100,660985,377583,OTT,660985,,660984,377582,,660985,377583,Anepsiomyia flaviventris,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Sympycninae,,,,,,
Xanthochlorus_ornatus_Dolichopodidae,Xanthochlorus ornatus,Xanthochlorus ornatus,OTT,,Xanthochlorus ornatus,100,661777,1000643,OTT,661777,,294704,1000642,,661777,1000643,Xanthochlorus ornatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Xanthochlorinae,,,,,,
Liancalus_virens_Dolichopodidae,Liancalus virens,Liancalus virens,OTT,,Liancalus virens,100,291004,377519,OTT,291004,,776352,192438,,291004,377519,Liancalus virens,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Hydrophorinae,,,,,,
Eucoryphus_brunneri_Dolichopodidae,Eucoryphus brunneri,Eucoryphus brunneri,OTT,,Eucoryphus brunneri,100,377612,1000622,OTT,377612,,845495,1000621,,377612,1000622,Eucoryphus brunneri,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Sympycninae,,,,,,
Eucoryphus_coeruleus_Dolichopodidae,Eucoryphus coeruleus,Eucoryphus coeruleus,OTT,,Eucoryphus coeruleus,100,377637,1000623,OTT,377637,,845495,1000621,,377637,1000623,Eucoryphus coeruleus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Sympycninae,,,,,,
Hydrophorus_praecox_Dolichopodidae,Hydrophorus praecox,Hydrophorus praecox,OTT,,Hydrophorus praecox,100,390226,377552,OTT,390226,,915822,377524,,390226,377552,Hydrophorus praecox,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Hydrophorinae,,,,,,
Hydrophorus_rogenhoferi_Dolichopodidae,Hydrophorus rogenhoferi,Hydrophorus rogenhoferi,OTT,,Hydrophorus rogenhoferi,100,390224,377553,OTT,390224,,915822,377524,,390224,377553,Hydrophorus rogenhoferi,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Hydrophorinae,,,,,,
Hydrophorus_borealis_Dolichopodidae,Hydrophorus borealis,Hydrophorus borealis,OTT,,Hydrophorus borealis,100,390228,377551,OTT,390228,,915822,377524,,390228,377551,Hydrophorus borealis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Hydrophorinae,,,,,,
sphyrotarsus_argyrostomus_Dolichopodidae,sphyrotarsus argyrostomus,Sphyrotarsus argyrostomus,OTT,,Sphyrotarsus argyrostomus,96,997703,1000634,OTT,997703,,997720,1000633,,997703,1000634,Sphyrotarsus argyrostomus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Hydrophorinae,,,,,,
Machaerium_maritimae_Dolichopodidae,Machaerium maritimae,Machaerium maritimae,OTT,,Machaerium maritimae,100,915815,377520,OTT,915815,,915819,377526,,915815,377520,Machaerium maritimae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Hydrophorinae,,,,,,
Aphrosylus_celtiber_Dolichopodidae,Aphrosylus celtiber,Aphrosylus celtiber,OTT,,Aphrosylus celtiber,100,250317,1000592,OTT,250317,,130291,626658,,250317,1000592,Aphrosylus celtiber,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Hydrophorinae,,,,,,
Argyra_vestita_Dolichopodidae,Argyra vestita,Argyra vestita,OTT,,Argyra vestita,100,966500,377540,OTT,966500,,915817,377521,,966500,377540,Argyra vestita,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Argyra_diaphana_Dolichopodidae,Argyra diaphana,Argyra diaphana,OTT,,Argyra diaphana,100,341006,377536,OTT,341006,,915817,377521,,341006,377536,Argyra diaphana,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Argyra_elongata_Dolichopodidae,Argyra elongata,Argyra elongata,OTT,,Argyra elongata,100,474190,889748,OTT,474190,,915817,377521,,474190,889748,Argyra elongata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Argyra_perplexa_Dolichopodidae,Argyra perplexa,Argyra perplexa,OTT,,Argyra perplexa,100,340989,377539,OTT,340989,,915817,377521,,340989,377539,Argyra perplexa,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Argyra_argyria_Dolichopodidae,Argyra argyria,Argyra argyria,OTT,,Argyra argyria,100,341002,377534,OTT,341002,,915817,377521,,341002,377534,Argyra argyria,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Argyra_leucocephala_Dolichopodidae,Argyra leucocephala,Argyra leucocephala,OTT,,Argyra leucocephala,100,340991,377538,OTT,340991,,915817,377521,,340991,377538,Argyra leucocephala,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Argyra_argentina_Dolichopodidae,Argyra argentina,Argyra argentina,OTT,,Argyra argentina,100,340996,377533,OTT,340996,,915817,377521,,340996,377533,Argyra argentina,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Argyra_grata_Dolichopodidae,Argyra grata,Argyra grata,OTT,,Argyra grata,100,341004,377537,OTT,341004,,915817,377521,,341004,377537,Argyra grata,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Argyra_ilonae_Dolichopodidae,Argyra ilonae,Argyra ilonae,OTT,,Argyra ilonae,100,474192,889749,OTT,474192,,915817,377521,,474192,889749,Argyra ilonae,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Argyra_atriceps_Dolichopodidae,Argyra atriceps,Argyra atriceps,OTT,,Argyra atriceps,100,341000,377535,OTT,341000,,915817,377521,,341000,377535,Argyra atriceps,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Diaphorinae,,,,,,
Pelastoneurus_sp_Pollet_0309_Dolichopodidae,Pelastoneurus,Pelastoneurus,OTT,,Pelastoneurus,100,353321,1003933,OTT,353321,,353321,,,,,Pelastoneurus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Hercostomus_verbekei_Dolichopodidae,Hercostomus verbekei,Hercostomus verbekei,OTT,,Hercostomus verbekei,100,238215,573630,OTT,238215,,1061877,310644,,238215,573630,Hercostomus verbekei,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Hercostomus_plagiatus_Dolichopodidae,Hercostomus plagiatus,Hercostomus plagiatus,OTT,,Hercostomus plagiatus,100,291006,377518,OTT,291006,,1061877,310644,,291006,377518,Hercostomus plagiatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_campestris_Dolichopodidae,Dolichopus campestris,Dolichopus campestris,OTT,,Dolichopus campestris,100,587030,310613,OTT,587030,,1091455,192427,,587030,310613,Dolichopus campestris,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_arbustorum_Dolichopodidae,Dolichopus arbustorum,Dolichopus arbustorum,OTT,,Dolichopus arbustorum,100,7667,574928,OTT,7667,,1091455,192427,,7667,574928,Dolichopus arbustorum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_trivialis_Dolichopodidae,Dolichopus trivialis,Dolichopus trivialis,OTT,,Dolichopus trivialis,100,698088,310628,OTT,698088,,1091455,192427,,698088,310628,Dolichopus trivialis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_cilifemoratus_Dolichopodidae,Dolichopus cilifemoratus,Dolichopus cilifemoratus,OTT,,Dolichopus cilifemoratus,100,835484,327087,OTT,835484,,1091455,192427,,835484,327087,Dolichopus cilifemoratus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_festivus_Dolichopodidae,Dolichopus festivus,Dolichopus festivus,OTT,,Dolichopus festivus,100,835488,327082,OTT,835488,,1091455,192427,,835488,327082,Dolichopus festivus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_ungulatus_Dolichopodidae,Dolichopus ungulatus,Dolichopus ungulatus,OTT,,Dolichopus ungulatus,100,698089,310629,OTT,698089,,1091455,192427,,698089,310629,Dolichopus ungulatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_brevipennis_Dolichopodidae,Dolichopus brevipennis,Dolichopus brevipennis,OTT,,Dolichopus brevipennis,100,587031,310612,OTT,587031,,1091455,192427,,587031,310612,Dolichopus brevipennis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_claviger_Dolichopodidae,Dolichopus claviger,Dolichopus claviger,OTT,,Dolichopus claviger,100,587029,310614,OTT,587029,,1091455,192427,,587029,310614,Dolichopus claviger,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_lepidus_Dolichopodidae,Dolichopus lepidus,Dolichopus lepidus,OTT,,Dolichopus lepidus,100,587026,310617,OTT,587026,,1091455,192427,,587026,310617,Dolichopus lepidus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_longitarsis_Dolichopodidae,Dolichopus longitarsis,Dolichopus longitarsis,OTT,,Dolichopus longitarsis,100,587037,310618,OTT,587037,,1091455,192427,,587037,310618,Dolichopus longitarsis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_nigricornis_Dolichopodidae,Dolichopus nigricornis,Dolichopus nigricornis,OTT,,Dolichopus nigricornis,100,587036,310619,OTT,587036,,1091455,192427,,587036,310619,Dolichopus nigricornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_genicupallidus_Dolichopodidae,Dolichopus genicupallidus,Dolichopus genicupallidus,OTT,,Dolichopus genicupallidus,100,587028,310615,OTT,587028,,1091455,192427,,587028,310615,Dolichopus genicupallidus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_planitarsis_Dolichopodidae,Dolichopus planitarsis,Dolichopus planitarsis,OTT,,Dolichopus planitarsis,100,7675,574922,OTT,7675,,1091455,192427,,7675,574922,Dolichopus planitarsis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_atripes_Dolichopodidae,Dolichopus atripes,Dolichopus atripes,OTT,,Dolichopus atripes,100,587032,310611,OTT,587032,,1091455,192427,,587032,310611,Dolichopus atripes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_tanythrix_Dolichopodidae,Dolichopus tanythrix,Dolichopus tanythrix,OTT,,Dolichopus tanythrix,100,117669,310627,OTT,117669,,1091455,192427,,117669,310627,Dolichopus tanythrix,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_bigeniculatus_Dolichopodidae,Dolichopus bigeniculatus,Dolichopus bigeniculatus,OTT,,Dolichopus bigeniculatus,100,480456,626543,OTT,480456,,1091455,192427,,480456,626543,Dolichopus bigeniculatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_clavipes_Dolichopodidae,Dolichopus clavipes,Dolichopus clavipes,OTT,,Dolichopus clavipes,100,260895,327090,OTT,260895,,1091455,192427,,260895,327090,Dolichopus clavipes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_griseipennis_Dolichopodidae,Dolichopus griseipennis,Dolichopus griseipennis,OTT,,Dolichopus griseipennis,100,835489,327083,OTT,835489,,1091455,192427,,835489,327083,Dolichopus griseipennis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_nitidus_Dolichopodidae,Dolichopus nitidus,Dolichopus nitidus,OTT,,Dolichopus nitidus,100,761539,573623,OTT,761539,,1091455,192427,,761539,573623,Dolichopus nitidus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_popularis_Dolichopodidae,Dolichopus popularis,Dolichopus popularis,OTT,,Dolichopus popularis,100,117673,310623,OTT,117673,,1091455,192427,,117673,310623,Dolichopus popularis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_urbanus_Dolichopodidae,Dolichopus urbanus,Dolichopus urbanus,OTT,,Dolichopus urbanus,100,639398,310630,OTT,639398,,1091455,192427,,639398,310630,Dolichopus urbanus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_subpennatus_Dolichopodidae,Dolichopus subpennatus,Dolichopus subpennatus,OTT,,Dolichopus subpennatus,100,835481,327084,OTT,835481,,1091455,192427,,835481,327084,Dolichopus subpennatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_pennatus_Dolichopodidae,Dolichopus pennatus,Dolichopus pennatus,OTT,,Dolichopus pennatus,100,117674,310620,OTT,117674,,1091455,192427,,117674,310620,Dolichopus pennatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_argyrotarsis_Dolichopodidae,Dolichopus argyrotarsis,Dolichopus argyrotarsis,OTT,,Dolichopus argyrotarsis,100,761541,573622,OTT,761541,,1091455,192427,,761541,573622,Dolichopus argyrotarsis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_signatus_Dolichopodidae,Dolichopus signatus,Dolichopus signatus,OTT,,Dolichopus signatus,100,698101,310625,OTT,698101,,1091455,192427,,698101,310625,Dolichopus signatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_latilimbatus_Dolichopodidae,Dolichopus latilimbatus,Dolichopus latilimbatus,OTT,,Dolichopus latilimbatus,100,587027,310616,OTT,587027,,1091455,192427,,587027,310616,Dolichopus latilimbatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_excisus_Dolichopodidae,Dolichopus excisus,Dolichopus excisus,OTT,,Dolichopus excisus,100,835480,327089,OTT,835480,,1091455,192427,,835480,327089,Dolichopus excisus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_nubilus_Dolichopodidae,Dolichopus nubilus,Dolichopus nubilus,OTT,,Dolichopus nubilus,100,835479,327088,OTT,835479,,1091455,192427,,835479,327088,Dolichopus nubilus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_acuticornis_Dolichopodidae,Dolichopus acuticornis,Dolichopus acuticornis,OTT,,Dolichopus acuticornis,100,761543,573621,OTT,761543,,1091455,192427,,761543,573621,Dolichopus acuticornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_linearis_Dolichopodidae,Dolichopus linearis,Dolichopus linearis,OTT,,Dolichopus linearis,100,835482,327085,OTT,835482,,1091455,192427,,835482,327085,Dolichopus linearis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Dolichopus_longicornis_Dolichopodidae,Dolichopus longicornis,Dolichopus longicornis,OTT,,Dolichopus longicornis,100,835483,327086,OTT,835483,,1091455,192427,,835483,327086,Dolichopus longicornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Hercostomus_nanus_Dolichopodidae,Hercostomus nanus,Hercostomus nanus,OTT,,Hercostomus nanus,100,1061878,310645,OTT,1061878,,1061877,310644,,1061878,310645,Hercostomus nanus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Hercostomus_parvilamellatus_Dolichopodidae,Hercostomus parvilamellatus,Hercostomus parvilamellatus,OTT,,Hercostomus parvilamellatus,100,1061880,310647,OTT,1061880,,1061877,310644,,1061880,310647,Hercostomus parvilamellatus,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Nodicornis_nodicornis_Dolichopodidae,Nodicornis nodicornis,Nodicornis nodicornis,OTT,,Nodicornis nodicornis,100,660972,377585,OTT,660972,,660971,377584,,660972,377585,Nodicornis nodicornis,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Sybistroma_discipes_Dolichopodidae,Sybistroma discipes,Sybistroma discipes,OTT,,Sybistroma discipes,100,529121,574913,OTT,529121,,1061875,310648,,529121,574913,Sybistroma discipes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Sybistroma_crinipes_Dolichopodidae,Sybistroma crinipes,Sybistroma crinipes,OTT,,Sybistroma crinipes,100,238221,573633,OTT,238221,,1061875,310648,,238221,573633,Sybistroma crinipes,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
Sybistroma_obscurellum_Dolichopodidae,Sybistroma obscurellum,Sybistroma obscurellum,OTT,,Sybistroma obscurellum,100,1061876,310649,OTT,1061876,,1061875,310648,,1061876,310649,Sybistroma obscurellum,ott3.5draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Neoptera,,Diptera,Brachycera,Muscomorpha,,Empidoidea,Dolichopodidae,Dolichopodinae,,,,,,
