Unnamed: 0,name,updated_fullname,taxonomy_source,rank_matched,matched,score,ott_id,ncbi_id,name_source,matched_id_in_source,updated_genus,updated_genus_ott_id,ott_accepted_name,ott_version,higher_source,domain,kingdom,phylum,subphylum,class,subclass,infraclass,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,seqname,section,cohort
178,Chloromyia,Chloromyia,OTT,genus,Chloromyia,100,340291,343649,OTT,340291,Chloromyia,340291.0,Chloromyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Sarginae,,,Chloromyia_343649,,Holometabola
179,Pipunculus,Pipunculus,OTT,genus,Pipunculus,100,712787,240898,OTT,712787,Pipunculus,712787.0,Pipunculus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Pipunculidae,Pipunculinae,Pipunculini,,Pipunculus_240898,Aschiza,Holometabola
180,Pegomya,Pegomya,OTT,genus,Pegomya,100,264522,559697,OTT,264522,Pegomya,264522.0,Pegomya,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Anthomyiidae,Pegomyinae,,,Pegomya_559697,Schizophora,Holometabola
182,Eumerus,Eumerus,OTT,genus,Eumerus,100,335964,224220,OTT,335964,Eumerus,335964.0,Eumerus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Merodontini,,Eumerus_224220,Aschiza,Holometabola
183,Ptiolina,Ptiolina,OTT,genus,Ptiolina,100,588070,124325,OTT,588070,Ptiolina,588070.0,Ptiolina,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Rhagionidae,,,,Ptiolina_124325,,Holometabola
184,Machimus,Machimus,OTT,genus,Machimus,100,464504,247604,OTT,464504,Machimus,464504.0,Machimus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Asilidae,Asilinae,,,Machimus_247604,,Holometabola
185,Medetera,Medetera,OTT,genus,Medetera,100,915821,377527,OTT,915821,Medetera,915821.0,Medetera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Empidoidea,Dolichopodidae,Medeterinae,,,Medetera_377527,,Holometabola
186,Elachiptera,Elachiptera,OTT,genus,Elachiptera,100,909287,540858,OTT,909287,Elachiptera,909287.0,Elachiptera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Carnoidea,Chloropidae,Oscinellinae,,,Elachiptera_540858,Schizophora,Holometabola
187,Periscelis,Periscelis,OTT,genus,Periscelis,100,415192,716628,OTT,415192,Periscelis,415192.0,Periscelis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Periscelididae,,,,Periscelis_716628,Schizophora,Holometabola
188,Passeromyia,Passeromyia,OTT,genus,Passeromyia,100,4368178,1511687,OTT,4368178,Passeromyia,4368178.0,Passeromyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Azeliinae,Reinwardtiini,,Passeromyia_1511687,Schizophora,Holometabola
189,Cheilosia,Cheilosia,OTT,genus,Cheilosia,100,76731,173981,OTT,76731,Cheilosia,76731.0,Cheilosia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Rhingiini,,Cheilosia_173981,Aschiza,Holometabola
190,Oxycera,Oxycera,OTT,genus,Oxycera,100,1077817,860348,OTT,1077817,Oxycera,1077817.0,Oxycera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Stratiomyomorpha,,Stratiomyidae,Stratiomyinae,Oxycerini,,Oxycera_860348,,Holometabola
191,Systoechus,Systoechus,OTT,genus,Systoechus,100,4435056,1690390,OTT,4435056,Systoechus,4435056.0,Systoechus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Bombyliinae,,,Systoechus_1690390,,Holometabola
192,Paucispinigera,Paucispinigera,OTT,genus,Paucispinigera,100,190547,903463,OTT,190547,Paucispinigera,190547.0,Paucispinigera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomini,,Paucispinigera_903463,,Holometabola
193,Chaetopsis,Chaetopsis,OTT,genus,Chaetopsis,100,660723,240871,OTT,660723,Chaetopsis,660723.0,Chaetopsis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Ulidiidae,Ulidiinae,,,Chaetopsis_240871,Schizophora,Holometabola
194,Liponeura,Liponeura,OTT,genus,Liponeura,100,816753,446516,OTT,816753,Liponeura,816753.0,Liponeura,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Blephariceromorpha,Blephariceroidea,Blephariceridae,,,,Liponeura_446516,,Holometabola
195,Neolimnia,Neolimnia,OTT,genus,Neolimnia,100,1053076,1262312,OTT,1053076,Neolimnia,1053076.0,Neolimnia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Neolimnia_1262312,Schizophora,Holometabola
196,Bolbodimyia,Bolbodimyia,OTT,genus,Bolbodimyia,100,4454285,1547386,OTT,4454285,Bolbodimyia,4454285.0,Bolbodimyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Tabaninae,Diachlorini,,Bolbodimyia_1547386,,Holometabola
197,Urophora,Urophora,OTT,genus,Urophora,100,1007129,28620,OTT,1007129,Urophora,1007129.0,Urophora,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Myopitini,,Urophora_28620,Schizophora,Holometabola
198,Thecophora,Thecophora,OTT,genus,Thecophora,100,77692,305546,OTT,77692,Thecophora,77692.0,Thecophora,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Conopoidea,Conopidae,Myopinae,,,Thecophora_305546,Schizophora,Holometabola
199,Liogma,Liogma,OTT,genus,Liogma,100,561301,560731,OTT,561301,Liogma,561301.0,Liogma,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Cylindrotomidae,Cylindrotominae,,,Liogma_560731,,Holometabola
200,Lonchoptera,Lonchoptera,OTT,genus,Lonchoptera,100,73597,92595,OTT,73597,Lonchoptera,73597.0,Lonchoptera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Lonchopteridae,,,,Lonchoptera_92595,Aschiza,Holometabola
202,Myospila,Myospila,OTT,genus,Myospila,100,28906,520040,OTT,28906,Myospila,28906.0,Myospila,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Muscoidea,Muscidae,Mydaeinae,,,Myospila_520040,Schizophora,Holometabola
203,Stevenia,Stevenia,OTT,genus,Stevenia,100,259121,670627,OTT,259121,Stevenia,259121.0,Stevenia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Rhinophoridae,,,,Stevenia_670627,Schizophora,Holometabola
204,Blaesoxipha,Blaesoxipha,OTT,genus,Blaesoxipha,100,890840,128953,OTT,890840,Blaesoxipha,890840.0,Blaesoxipha,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Sarcophagidae,Sarcophaginae,,,Blaesoxipha_128953,Schizophora,Holometabola
205,Sciomyza,Sciomyza,OTT,genus,Sciomyza,100,111366,320936,OTT,111366,Sciomyza,111366.0,Sciomyza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sciomyzidae,,,,Sciomyza_320936,Schizophora,Holometabola
206,Dryomyza,Dryomyza,OTT,genus,Dryomyza,100,130144,169444,OTT,130144,Dryomyza,130144.0,Dryomyza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Dryomyzidae,,,,Dryomyza_169444,Schizophora,Holometabola
207,Dermatobia,Dermatobia,OTT,genus,Dermatobia,100,358237,115426,OTT,358237,Dermatobia,358237.0,Dermatobia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Cuterebrinae,,,Dermatobia_115426,Schizophora,Holometabola
209,Cordylobia,Cordylobia,OTT,genus,Cordylobia,100,335146,226131,OTT,335146,Cordylobia,335146.0,Cordylobia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Auchmeromyiinae,,,Cordylobia_226131,Schizophora,Holometabola
210,Asphondylia,Asphondylia,OTT,genus,Asphondylia,100,305612,153012,OTT,305612,Asphondylia,305612.0,Asphondylia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Asphondyliini,,Asphondylia_153012,,Holometabola
211,Ocnaea,Ocnaea,OTT,genus,Ocnaea,100,386850,210271,OTT,386850,Ocnaea,386850.0,Ocnaea,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,Ocnaea_210271,,Holometabola
212,Gymnocarena,Gymnocarena,OTT,genus,Gymnocarena,100,801873,28597,OTT,801873,Gymnocarena,801873.0,Gymnocarena,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Xyphosiini,,Gymnocarena_28597,Schizophora,Holometabola
213,Exechia,Exechia,OTT,genus,Exechia,100,983555,397139,OTT,983555,Exechia,983555.0,Exechia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycetophilinae,Exechiini,,Exechia_397139,,Holometabola
214,Xanthogramma,Xanthogramma,OTT,genus,Xanthogramma,100,1016982,414873,OTT,1016982,Xanthogramma,1016982.0,Xanthogramma,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,Xanthogramma_414873,Aschiza,Holometabola
215,Culex,Culex,OTT,genus,Culex,100,218720,7174,OTT,218720,Culex,218720.0,Culex,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Culicinae,Culicini,,Culex_7174,,Holometabola
216,Pericoma,Pericoma,OTT,genus,Pericoma,100,464046,1148481,OTT,464046,Pericoma,464046.0,Pericoma,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Psychodinae,,,Pericoma_1148481,,Holometabola
217,Cerodontha,Cerodontha,OTT,genus,Cerodontha,100,587947,127401,OTT,587947,Cerodontha,587947.0,Cerodontha,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,,,Cerodontha_127401,Schizophora,Holometabola
218,Palpomyia,Palpomyia,OTT,genus,Palpomyia,100,4465900,1525500,OTT,4465900,Palpomyia,4465900.0,Palpomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Ceratopogoninae,Palpomyiini,,Palpomyia_1525500,,Holometabola
219,Lasiopiophila,Lasiopiophila,OTT,genus,Lasiopiophila,100,4409730,1790233,OTT,4409730,Lasiopiophila,4409730.0,Lasiopiophila,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Piophilidae,Piophilinae,,,Lasiopiophila_1790233,Schizophora,Holometabola
220,Tetanops,Tetanops,OTT,genus,Tetanops,100,129040,454640,OTT,129040,Tetanops,129040.0,Tetanops,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Ulidiidae,Otitinae,,,Tetanops_454640,Schizophora,Holometabola
221,Philonicus,Philonicus,OTT,genus,Philonicus,100,153052,247567,OTT,153052,Philonicus,153052.0,Philonicus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Asilidae,Asilinae,,,Philonicus_247567,,Holometabola
224,Jamesomyia,Jamesomyia,OTT,genus,Jamesomyia,100,1057210,28601,OTT,1057210,Jamesomyia,1057210.0,Jamesomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Tephritoidea,Tephritidae,Tephritinae,Noeetini,,Jamesomyia_28601,Schizophora,Holometabola
225,Paraborniella,Paraborniella,OTT,genus,Paraborniella,100,662263,903459,OTT,662263,Paraborniella,662263.0,Paraborniella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Chironomidae,Chironominae,Chironomini,,Paraborniella_903459,,Holometabola
226,Neoempheria,Neoempheria,OTT,genus,Neoempheria,100,1027685,608686,OTT,1027685,Neoempheria,1027685.0,Neoempheria,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Mycomyinae,,,Neoempheria_608686,,Holometabola
227,Lasiopogon,Lasiopogon,OTT,genus,Lasiopogon,100,1070413,219536,OTT,1070413,Lasiopogon,1070413.0,Lasiopogon,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Asilidae,Stichopogoninae,,,Lasiopogon_219536,,Holometabola
228,Idiella,Idiella,OTT,genus,Idiella,100,4523368,1902146,OTT,4523368,Idiella,4523368.0,Idiella,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Rhiniidae,,,,Idiella_1902146,Schizophora,Holometabola
231,Fidena,Fidena,OTT,genus,Fidena,100,4453534,1334907,OTT,4453534,Fidena,4453534.0,Fidena,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Pangoniinae,Scioniini,,Fidena_1334907,,Holometabola
232,Ophiomyia,Ophiomyia,OTT,genus,Ophiomyia,100,62156,341050,OTT,62156,Ophiomyia,62156.0,Ophiomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Agromyzidae,Phytomyzinae,,,Ophiomyia_341050,Schizophora,Holometabola
233,Bolitophila,Bolitophila,OTT,genus,Bolitophila,100,148805,52718,OTT,148805,Bolitophila,148805.0,Bolitophila,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Mycetophilidae,Bolitophilinae,,,Bolitophila_52718,,Holometabola
234,Temnostoma,Temnostoma,OTT,genus,Temnostoma,100,960634,226164,OTT,960634,Temnostoma,960634.0,Temnostoma,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Eristalinae,Xylotini,,Temnostoma_226164,Aschiza,Holometabola
235,Blepharomyia,Blepharomyia,OTT,genus,Blepharomyia,100,1089723,179434,OTT,1089723,Blepharomyia,1089723.0,Blepharomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Voriini,,Blepharomyia_179434,Schizophora,Holometabola
236,Scoliocentra,Scoliocentra,OTT,genus,Scoliocentra,100,4400721,1823605,OTT,4400721,Scoliocentra,4400721.0,Scoliocentra,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sphaeroceroidea,Heleomyzidae,Heleomyzinae,,,Scoliocentra_1823605,Schizophora,Holometabola
237,Pipiza,Pipiza,OTT,genus,Pipiza,100,440729,221788,OTT,440729,Pipiza,440729.0,Pipiza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Pipizini,,Pipiza_221788,Aschiza,Holometabola
238,Cleonice,Cleonice,OTT,genus,Cleonice,100,4381311,1918224,OTT,4381311,Cleonice,4381311.0,Cleonice,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Tachininae,Ernestiini,,Cleonice_1918224,Schizophora,Holometabola
239,Androprosopa,Androprosopa,OTT,genus,Androprosopa,100,800106,41815,OTT,800106,Androprosopa,800106.0,Androprosopa,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Thaumaleidae,,,,Androprosopa_41815,,Holometabola
240,Neurochaeta,Neurochaeta,OTT,genus,Neurochaeta,100,300556,716624,OTT,300556,Neurochaeta,300556.0,Neurochaeta,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Opomyzoidea,Neurochaetidae,,,,Neurochaeta_716624,Schizophora,Holometabola
241,Deuterophlebia,Deuterophlebia,OTT,genus,Deuterophlebia,100,510923,560719,OTT,510923,Deuterophlebia,510923.0,Deuterophlebia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Blephariceromorpha,Blephariceroidea,Deuterophlebiidae,,,,Deuterophlebia_560719,,Holometabola
242,Limonia,Limonia,OTT,genus,Limonia,100,949335,52743,OTT,949335,Limonia,949335.0,Limonia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Tipulomorpha,Tipuloidea,Limoniidae,Limoniinae,,,Limonia_52743,,Holometabola
243,Pamponerus,Pamponerus,OTT,genus,Pamponerus,100,4442374,1717601,OTT,4442374,Pamponerus,4442374.0,Pamponerus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Asilidae,Asilinae,,,Pamponerus_1717601,,Holometabola
244,Melinda,Melinda,OTT,genus,Melinda,100,522402,170907,OTT,522402,Melinda,522402.0,Melinda,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Calliphoridae,Calliphorinae,,,Melinda_170907,Schizophora,Holometabola
245,Syrphus,Syrphus,OTT,genus,Syrphus,100,910488,224255,OTT,910488,Syrphus,910488.0,Syrphus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,Syrphus_224255,Aschiza,Holometabola
246,Sepsis,Sepsis,OTT,genus,Sepsis,100,199055,137507,OTT,199055,Sepsis,199055.0,Sepsis,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sepsidae,,,,Sepsis_137507,Schizophora,Holometabola
248,Catachlorops,Catachlorops,OTT,genus,Catachlorops,100,4454329,1547373,OTT,4454329,Catachlorops,4454329.0,Catachlorops,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Tabanomorpha,Tabanoidea,Tabanidae,Tabaninae,Diachlorini,,Catachlorops_1547373,,Holometabola
249,Hirmoneura,Hirmoneura,OTT,genus,Hirmoneura,100,69448,388531,OTT,69448,Hirmoneura,69448.0,Hirmoneura,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Nemestrinidae,Hirmoneurinae,,,Hirmoneura_388531,,Holometabola
250,Blepharicera,Blepharicera,OTT,genus,Blepharicera,100,988255,547808,OTT,988255,Blepharicera,988255.0,Blepharicera,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Blephariceromorpha,Blephariceroidea,Blephariceridae,,,,Blepharicera_547808,,Holometabola
251,Przhevalskiana,Przhevalskiana,OTT,genus,Przhevalskiana,100,163751,123746,OTT,163751,Przhevalskiana,163751.0,Przhevalskiana,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Oestridae,Hypodermatinae,,,Przhevalskiana_123746,Schizophora,Holometabola
252,Psychoda,Psychoda,OTT,genus,Psychoda,100,555809,7201,OTT,555809,Psychoda,555809.0,Psychoda,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Psychodomorpha,Psychodoidea,Psychodidae,Psychodinae,,,Psychoda_7201,,Holometabola
253,Eulonchus,Eulonchus,OTT,genus,Eulonchus,100,287594,210230,OTT,287594,Eulonchus,287594.0,Eulonchus,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Nemestrinoidea,Acroceridae,,,,Eulonchus_210230,,Holometabola
254,Platypeza,Platypeza,OTT,genus,Platypeza,100,344293,289241,OTT,344293,Platypeza,344293.0,Platypeza,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Platypezoidea,Platypezidae,Platypezinae,,,Platypeza_289241,Aschiza,Holometabola
255,Cramptonomyia,Cramptonomyia,OTT,genus,Cramptonomyia,100,519529,209688,OTT,519529,Cramptonomyia,519529.0,Cramptonomyia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Bibionomorpha,Pachyneuroidea,Pachyneuridae,,,,Cramptonomyia_209688,,Holometabola
256,Cyrtophleba,Cyrtophleba,OTT,genus,Cyrtophleba,100,552983,991141,OTT,552983,Cyrtophleba,552983.0,Cyrtophleba,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Oestroidea,Tachinidae,Dexiinae,Voriini,,Cyrtophleba_991141,Schizophora,Holometabola
257,Bombylius,Bombylius,OTT,genus,Bombylius,100,376338,219362,OTT,376338,Bombylius,376338.0,Bombylius,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Asiloidea,Bombyliidae,Bombyliinae,,,Bombylius_219362,,Holometabola
258,Austroconops,Austroconops,OTT,genus,Austroconops,100,1096889,209696,OTT,1096889,Austroconops,1096889.0,Austroconops,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Nematocera,Culicomorpha,Chironomoidea,Ceratopogonidae,Austroconopinae,,,Austroconops_209696,,Holometabola
259,Penicillidia,Penicillidia,OTT,genus,Penicillidia,100,166505,81721,OTT,166505,Penicillidia,166505.0,Penicillidia,ott3.6draft1,OTT,Eukaryota,Metazoa,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Diptera,Brachycera,Muscomorpha,Hippoboscoidea,Nycteribiidae,Nycteribiinae,,,Penicillidia_81721,Schizophora,Holometabola
