,name,seqname
92,Dioctria,Dioctria_468720
93,Neoempheria,Neoempheria_608686
94,Chamaemyia,Chamaemyia_305621
95,Lipoptena,Lipoptena_170902
96,Callicera,Callicera_228567
97,Cleonice,Cleonice_1918224
98,Monodiamesa,Monodiamesa_891905
99,Sphaerophoria,Sphaerophoria_226179
100,Micropeza,Micropeza_1572561
101,Sicus,Sicus_1219203
102,Apiocera,Apiocera_160270
103,Sphaeromias,Sphaeromias_1874311
104,Dactylolabis,Dactylolabis_560717
105,Tabanus,Tabanus_7206
106,Gymnometriocnemus,Gymnometriocnemus_611353
107,Physocephala,Physocephala_198643
108,Cylindrotoma,Cylindrotoma_700834
109,Corynoneura,Corynoneura_611344
110,Mormotomyia,Mormotomyia_1155704
111,Psychoda,Psychoda_7201
112,Lydella,Lydella_283929
113,Brachydeutera,Brachydeutera_1990785
114,Chonocephalus,Chonocephalus_92528
115,Icosta,Icosta_402409
116,Apocephalus,Apocephalus_117252
117,Ctenophora,Ctenophora_516519
118,Lonchaea,Lonchaea_198649
119,Exetasis,Exetasis_1932988
120,Calliphora,Calliphora_7372
121,Ilione,Ilione_1096072
122,Stiphrosoma,Stiphrosoma_500293
123,Anthomyiopsis,Anthomyiopsis_1918198
124,Odinia,Odinia_414302
125,Chymomyza,Chymomyza_7292
126,Gaurax,Gaurax_540862
127,Kesselimyia,Kesselimyia_1445844
128,Trichocera,Trichocera_52759
129,Bolbodimyia,Bolbodimyia_1547386
130,Neossos,Neossos_2268121
131,Neopachygaster,Neopachygaster_1692469
132,Crataerina,Crataerina_452743
133,Sarcophaga,Sarcophaga_7384
134,Tanyptera,Tanyptera_2108371
135,Leptocera,Leptocera_1614654
136,Ptecticus,Ptecticus_343648
137,Fannia,Fannia_95468
138,Phytobia,Phytobia_414304
139,Leptometopa,Leptometopa_1720790
140,Chlorops,Chlorops_540892
141,Bradysia,Bradysia_35571
142,Dexia,Dexia_569033
143,Leucotabanus,Leucotabanus_1969939
144,Pamponerus,Pamponerus_1717601
145,Fucellia,Fucellia_205683
146,Ocnaea,Ocnaea_210271
147,Zonosemata,Zonosemata_28622
148,Platystoma,Platystoma_286504
149,Philonicus,Philonicus_247567
150,Mydas,Mydas_186100
151,Piophila,Piophila_53709
152,Rhaphium,Rhaphium_377528
153,Notiphila,Notiphila_1118049
154,Gymnocarena,Gymnocarena_28597
155,Araucoderus,Araucoderus_1549737
156,Rhagio,Rhagio_124327
157,Bertamyia,Bertamyia_1445832
158,Rivellia,Rivellia_28633
159,Nymphomyia,Nymphomyia_560766
160,Mintho,Mintho_1918277
161,Sphyracephala,Sphyracephala_139674
162,Stevenia,Stevenia_670627
163,Blondelia,Blondelia_179437
164,Mycetophila,Mycetophila_397146
165,Palloptera,Palloptera_286498
166,Anticheta,Anticheta_1096047
167,Stenotabanus,Stenotabanus_1547430
168,Hebecnema,Hebecnema_559682
169,Hippelates,Hippelates_540866
170,Sobarocephala,Sobarocephala_574054
171,Senotainia,Senotainia_179787
172,Calycomyza,Calycomyza_414293
173,Clogmia,Clogmia_85119
174,Scatella,Scatella_305595
175,Sycorax,Sycorax_114592
176,Geomyza,Geomyza_305619
177,Metriocnemus,Metriocnemus_137497
178,Hemerodromia,Hemerodromia_626769
179,Neurochaeta,Neurochaeta_716624
180,Estheria,Estheria_1918238
181,Helcomyza,Helcomyza_169476
182,Diadocidia,Diadocidia_560721
183,Pachylophus,Pachylophus_1990794
184,Compsomyiops,Compsomyiops_142897
185,Liriomyza,Liriomyza_127403
186,Hypocera,Hypocera_940227
187,Nephrotoma,Nephrotoma_46210
188,Ogcodes,Ogcodes_188257
189,Polyporivora,Polyporivora_1445854
190,Merodon,Merodon_224226
191,Ablabesmyia,Ablabesmyia_46216
192,Prosena,Prosena_1918293
193,Chaoborus,Chaoborus_41812
194,Glaurocara,Glaurocara_2027854
195,Helosciomyzidae,Helosciomyzidae
196,Metalimnobia,Metalimnobia_700851
197,Scenopinus,Scenopinus_247599
198,Tvetenia,Tvetenia_611398
199,Alliopsis,Alliopsis_1692454
200,Pegomya,Pegomya_559697
201,Lasioptera,Lasioptera_201413
202,Copestylum,Copestylum_511142
203,Scatopse,Scatopse_1520324
204,Sturmia,Sturmia_569089
205,Androprosopa,Androprosopa_41815
206,Ocyptamus,Ocyptamus_369855
207,Hermetia,Hermetia_343581
208,Paragus,Paragus_115308
209,Anevrina,Anevrina_92526
210,Oestrus,Oestrus_123736
211,Sciophila,Sciophila_1085959
212,Eurosta,Eurosta_28593
213,Penicillidia,Penicillidia_81721
214,Medetera,Medetera_377527
215,Clunio,Clunio_315556
216,Dilophus,Dilophus_52733
217,Pseudosmittia,Pseudosmittia_611382
218,Sphecapatoclea,Sphecapatoclea_2021595
219,Onesiomima,Onesiomima_2173510
220,Leschenaultia,Leschenaultia_179486
221,Phronia,Phronia_397119
222,Japanagromyza,Japanagromyza_414298
223,Ornithophila,Ornithophila_1497392
224,Clinocera,Clinocera_192484
225,Drosophila,Drosophila_7215
226,Culicoides,Culicoides_41820
227,Liopiophila,Liopiophila_1603421
228,Bathypogon,Bathypogon_1718388
229,Lasiopogon,Lasiopogon_219536
230,Neaera,Neaera_695903
231,Vermileo,Vermileo_124333
232,Trichonta,Trichonta_397122
233,Sepsis,Sepsis_137507
234,Mischoderus,Mischoderus_560267
235,Paranthomyza,Paranthomyza_500298
236,Piceacecis,Piceacecis_2597495
237,Ophiomyia,Ophiomyia_341050
238,Curtonotum,Curtonotum_1262296
239,Helius,Helius_700865
240,Stegana,Stegana_188292
241,Borophaga,Borophaga_712093
242,Dolichopus,Dolichopus_192427
243,Eulonchus,Eulonchus_210230
244,Phyllodromia,Phyllodromia_1209097
245,Elephantomyia,Elephantomyia_700838
246,Phryxe,Phryxe_569079
247,Corynoptera,Corynoptera_1260849
248,Mydaea,Mydaea_559689
249,Hemilucilia,Hemilucilia_416848
250,Delia,Delia_30063
251,Machimus,Machimus_247604
252,Opomyza,Opomyza_716643
253,Elachiptera,Elachiptera_540858
254,Eupeodes,Eupeodes_290403
255,Oplodontha,Oplodontha_446504
256,Fidena,Fidena_1334907
257,Muscina,Muscina_57892
258,Lipsothrix,Lipsothrix_700849
259,Cheilosia,Cheilosia_173981
260,Melophagus,Melophagus_452748
261,Zaprionus,Zaprionus_7296
262,Themira,Themira_292396
263,Therobia,Therobia_1918313
264,Esenbeckia,Esenbeckia_124297
265,Quametopia,Quametopia_1603285
266,Icterica,Icterica_28599
267,Hirmoneura,Hirmoneura_388531
268,Cerodontha,Cerodontha_127401
269,Mystacinobia,Mystacinobia_81694
270,Ainuyusurika,Ainuyusurika_1165747
271,Aphroteniella,Aphroteniella_646259
272,Leptomorphus,Leptomorphus_560729
273,Trupanea,Trupanea_30060
274,Cyrtophleba,Cyrtophleba_991141
275,Mesembrinella,Mesembrinella_460529
276,Eristalis,Eristalis_198633
277,Smittia,Smittia_315559
278,Paracantha,Paracantha_164885
279,Oxycera,Oxycera_860348
280,Plecia,Plecia_1260898
281,Tephritis,Tephritis_43386
282,Chirosia,Chirosia_392044
283,Forcipomyia,Forcipomyia_209700
284,Stenomicra,Stenomicra_716630
285,Wohlfahrtia,Wohlfahrtia_128961
286,Euryomma,Euryomma_1650677
287,Austrothaumalea,Austrothaumalea_1085085
288,Phaonia,Phaonia_253431
289,Centrophlebomyia,Centrophlebomyia_1603419
290,Melanophora,Melanophora_1606787
291,Discocerina,Discocerina_745181
292,Mimegralla,Mimegralla_115300
293,Auchmeromyia,Auchmeromyia_226129
294,Ornidia,Ornidia_994473
295,Limnophora,Limnophora_307207
296,Aulogastromyia,Aulogastromyia_1824990
297,Stratiomys,Stratiomys_219520
298,Glossina,Glossina_7393
299,Systoechus,Systoechus_1690390
300,Paregle,Paregle_559693
301,Hippobosca,Hippobosca_452745
302,Chyliza,Chyliza_716634
303,Tricimba,Tricimba_540889
304,Dixa,Dixa_79309
305,Brachypeza,Brachypeza_2326774
306,Oxyna,Oxyna_381365
307,Laneella,Laneella_1658054
308,Cephenemyia,Cephenemyia_170894
309,Nostima,Nostima_1473719
310,Rhagoletis,Rhagoletis_28609
311,Thaumalea,Thaumalea_61068
312,Paucispinigera,Paucispinigera_903463
313,Telostylinus,Telostylinus_1262347
314,Nemoraea,Nemoraea_170911
315,Scaptodrosophila,Scaptodrosophila_7354
316,Sphecapatodes,Sphecapatodes_2021536
317,Archytas,Archytas_198637
318,Anopheles,Anopheles_7164
319,Acrocera,Acrocera_210245
320,Rhinoestrus,Rhinoestrus_204922
321,Drino,Drino_179459
322,Nycteribia,Nycteribia_633884
323,Agathomyia,Agathomyia_226141
324,Hammerschmidtia,Hammerschmidtia_226171
325,Coremacera,Coremacera_1226614
326,Anthomyia,Anthomyia_259845
327,Compsobata,Compsobata_286452
328,Bombylius,Bombylius_219362
329,Haematobosca,Haematobosca_559680
330,Syrphus,Syrphus_224255
331,Protoplasa,Protoplasa_560776
332,Oedoparena,Oedoparena_1262316
333,Tipula,Tipula_41043
334,Parochlus,Parochlus_315560
335,Hydrellia,Hydrellia_92591
336,Zaira,Zaira_179789
337,Symmerus,Symmerus_560780
338,Psectrotanypus,Psectrotanypus_903467
339,Ptiolina,Ptiolina_124325
340,Spania,Spania_1559498
341,Wiedemannia,Wiedemannia_240904
342,Neoascia,Neoascia_224222
343,Jamesomyia,Jamesomyia_28601
344,Clusia,Clusia_574057
345,Sciadocera,Sciadocera_192453
346,Desmometopa,Desmometopa_305587
347,Xyphosia,Xyphosia_381372
348,Sarconesia,Sarconesia_670650
349,Przhevalskiana,Przhevalskiana_123746
350,Chrysops,Chrysops_27458
351,Dasiops,Dasiops_286456
352,Egle,Egle_411076
353,Xanthogramma,Xanthogramma_414873
354,Nemotelus,Nemotelus_343582
355,Potamia,Potamia_559704
356,Chiastocheta,Chiastocheta_129251
357,Dictenidia,Dictenidia_2108369
358,Aedes,Aedes_7158
359,Diasemopsis,Diasemopsis_139652
360,Pseudoperichaeta,Pseudoperichaeta_283931
361,Thaumatomyia,Thaumatomyia_333800
362,Bolitophila,Bolitophila_52718
363,Orfelia,Orfelia_270890
364,Orthacheta,Orthacheta_113181
365,Atherix,Atherix_124299
366,Paraborniella,Paraborniella_903459
367,Coenomyia,Coenomyia_124305
368,Gyrostigma,Gyrostigma_2555504
369,Austroconops,Austroconops_209696
370,Culiseta,Culiseta_174825
371,Culex,Culex_7174
372,Scathophaga,Scathophaga_95462
373,Psacadina,Psacadina_1096078
374,Antocha,Antocha_454619
375,Pipunculus,Pipunculus_240898
376,Cacoxenus,Cacoxenus_462273
377,Chrysopilus,Chrysopilus_124301
378,Hypoderma,Hypoderma_7388
379,Neomyia,Neomyia_305607
380,Syritta,Syritta_34681
381,Morellia,Morellia_253340
382,Pantophthalmus,Pantophthalmus_124295
383,Euleia,Euleia_28591
384,Blaesoxipha,Blaesoxipha_128953
385,Blera,Blera_226146
386,Pentaneura,Pentaneura_891922
387,Promachus,Promachus_247552
388,Heterocheila,Heterocheila_169481
389,Blepharicera,Blepharicera_547808
390,Norellia,Norellia_113119
391,Phalacrocera,Phalacrocera_2203737
392,Pelidnoptera,Pelidnoptera_1096074
393,Cladochaeta,Cladochaeta_2035586
394,Paykullia,Paykullia_559695
395,Sylvicola,Sylvicola_52753
396,Hesperinus,Hesperinus_1086788
397,Eriozona,Eriozona_414724
398,Palpomyia,Palpomyia_1525500
399,Sciara,Sciara_82677
400,Sitodiplosis,Sitodiplosis_263139
401,Mallophora,Mallophora_270862
402,Rhyncomya,Rhyncomya_670621
403,Simulium,Simulium_7191
404,Olbiogaster,Olbiogaster_560768
405,Melinda,Melinda_170907
406,Eukiefferiella,Eukiefferiella_288843
407,Neoplasta,Neoplasta_192640
408,Rhinophora,Rhinophora_670625
409,Allotrichoma,Allotrichoma_1492368
410,Acemya,Acemya_1677647
411,Laphria,Laphria_50683
412,Atylotus,Atylotus_1310336
413,Triphleba,Triphleba_92553
414,Clausicella,Clausicella_1718822
415,Idiella,Idiella_1902146
416,Elgiva,Elgiva_320938
417,Lutzomyia,Lutzomyia_7199
418,Incertella,Incertella_540867
419,Chrysomya,Chrysomya_45449
420,Pseudacteon,Pseudacteon_378799
421,Parochthiphila,Parochthiphila_1262282
422,Musca,Musca_7369
423,Ctenostylidae,Ctenostylidae
424,Callomyia,Callomyia_712098
425,Paracoenia,Paracoenia_1690382
426,Goniops,Goniops_428065
427,Sepedon,Sepedon_320954
428,Pedicia,Pedicia_472374
429,Glutops,Glutops_124309
430,Hybomitra,Hybomitra_124690
431,Cetema,Cetema_540891
432,Scatophila,Scatophila_1763968
433,Sargus,Sargus_343647
434,Gnophomyia,Gnophomyia_700845
435,Silvius,Silvius_415257
436,Scaptomyza,Scaptomyza_7298
437,Exorista,Exorista_113238
438,Chelifera,Chelifera_369889
439,Agromyza,Agromyza_414290
440,Ditomyia,Ditomyia_1520322
441,Billaea,Billaea_701468
442,Aprionus,Aprionus_1819779
443,Spaniocelyphus,Spaniocelyphus_1262326
444,Tricholauxania,Tricholauxania_192459
445,Eginia,Eginia_1511678
446,Philornis,Philornis_253427
447,Tricogena,Tricogena_1606792
448,Chalarus,Chalarus_115250
449,Scoliocentra,Scoliocentra_1823605
450,Oestromyia,Oestromyia_170913
451,Loxocera,Loxocera_34684
452,Rhamphomyia,Rhamphomyia_192612
453,Trichomyia,Trichomyia_560271
454,Dermatobia,Dermatobia_115426
455,Epicypta,Epicypta_397117
456,Parasetigena,Parasetigena_380521
457,Deuterophlebia,Deuterophlebia_560719
458,Bactrocera,Bactrocera_27456
459,Epistrophe,Epistrophe_414810
460,Tetanocera,Tetanocera_320959
461,Psila,Psila_305548
462,Hedria,Hedria_320941
463,Procanace,Procanace_1262322
464,Sciomyza,Sciomyza_320936
465,Leptopsilopa,Leptopsilopa_1887046
466,Odontomyia,Odontomyia_343652
467,Berkshiria,Berkshiria_2061012
468,Craticulina,Craticulina_2021509
469,Melangyna,Melangyna_414825
470,Cordylobia,Cordylobia_226131
471,Cryptonevra,Cryptonevra_1616778
472,Fergusonina,Fergusonina_156411
473,Scholastes,Scholastes_1902237
474,Trypocalliphora,Trypocalliphora_1042207
475,Mesembrina,Mesembrina_116147
476,Diopsis,Diopsis_139667
477,Cramptonomyia,Cramptonomyia_209688
478,Pipiza,Pipiza_221788
479,Peromyia,Peromyia_1914937
480,Xylophagus,Xylophagus_219493
481,Verrallia,Verrallia_115333
482,Chaetopsis,Chaetopsis_240871
483,Cordilura,Cordilura_113132
484,Euxesta,Euxesta_286468
485,Tanypeza,Tanypeza_1692486
486,Leucophenga,Leucophenga_7329
487,Cuterebra,Cuterebra_170896
488,Eumerus,Eumerus_224220
489,Tetanops,Tetanops_454640
490,Aphidoletes,Aphidoletes_95971
491,Winnertzia,Winnertzia_2338641
492,Anastrepha,Anastrepha_28585
493,Anthrax,Anthrax_117078
494,Serromyia,Serromyia_209716
495,Asphondylia,Asphondylia_153012
496,Pteromicra,Pteromicra_1226622
497,Phyto,Phyto_1262320
498,Ochthera,Ochthera_1744809
499,Catachlorops,Catachlorops_1547373
500,Mallota,Mallota_535942
501,Pnyxia,Pnyxia_1781626
502,Cryptochetum,Cryptochetum_1262333
503,Lasiopiophila,Lasiopiophila_1790233
504,Odontoloxozus,Odontoloxozus_588320
505,Macrocera,Macrocera_608727
506,Homoneura,Homoneura_1692452
507,Ceratitis,Ceratitis_7212
508,Cecidomyia,Cecidomyia_1543682
509,Hemigymnochaeta,Hemigymnochaeta_1240433
510,Lauterborniella,Lauterborniella_288850
511,Terellia,Terellia_28615
512,Celyphus,Celyphus_1979294
513,Miltogramma,Miltogramma_670602
514,Vibrissina,Vibrissina_179525
515,Cistudinomyia,Cistudinomyia_2173397
516,Cobboldia,Cobboldia_2583773
517,Phytomyptera,Phytomyptera_179785
518,Lucilia,Lucilia_7374
519,Melanagromyza,Melanagromyza_286470
520,Lipara,Lipara_540870
521,Penthetria,Penthetria_560770
522,Olfersia,Olfersia_1333310
523,Zabrachia,Zabrachia_1891525
524,Paraplatypeza,Paraplatypeza_192442
525,Nothomicrodon,Nothomicrodon_1857748
526,Microdon,Microdon_115291
527,Leucopis,Leucopis_1728826
528,Ectophasia,Ectophasia_569037
529,Mycomya,Mycomya_608706
530,Pachyneura,Pachyneura_1588165
531,Periscelis,Periscelis_716628
532,Dicranota,Dicranota_700836
533,Noeeta,Noeeta_381362
534,Neolimnia,Neolimnia_1262312
535,Cleigastra,Cleigastra_113167
536,Bittacomorpha,Bittacomorpha_79307
537,Silba,Silba_198646
